搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
风冷散热器 4热管 自营,ID-COOLING（酷凛）下压式CPU风冷散热器  4热管直触  适用LGA1200/LGA1700/AM4/5 ITX机箱 NAS IS-40X V3,99.90,酷凛（ID-COOLING）京东自营旗舰店,IS-40X V3,2万+,jfs/t1/85494/2/46059/59269/665d3bc0F55f6fc71/9d8b3dc1d1dc9ab4.jpg,1000006124,45MM高;9CM风扇;45MM高度;高颜值;静音运行;可装NAS;兼容广泛;小钢炮;高效散热;简约轻薄,100051262376,3万+,100051262376
风冷散热器 4热管 自营,超频3（PCCOOLER）红海H4黑色 CPU风冷散热器（4热管/PWM风扇/支持12/13代1700/AM4/AM5/133mm高度）,69.00,超频三京东自营旗舰店,红海H4 黑色无光,2万+,jfs/t1/217558/8/43690/86285/6674e653F82188d4f/17da7859224a928f.jpg,1000000670,加固型散热片;静音运行;PWM风扇;优质散热,100077006325,3万+,100077006325
风冷散热器 4热管 自营,零度世家TE75 下压式CPU风冷散热器 热管直触 神光同步适用LGA1200 /AM4 ITX机箱高度75mm 八热管 ARGB版白,151.00,京东免税会员购自营专区,八热管 ARGB版 白色,6,jfs/t1/403525/36/18753/217460/69bcb69cFfc1fded0/0083320320464c5b.jpg,1000651007,高效散热;多平台兼容设计;设计精巧;八热管,100310739958,,100310739958
风冷散热器 4热管 自营,利民（thermalright）Assassin X 120 Refined SE ARGB 风冷散热器 AGHP逆重力4热管 附带硅脂 AX120 R SE ARGB,87.90,利民Thermalright京东自营旗舰店,AX120R SE 青春ARGB版,50万+,jfs/t1/219531/24/45765/73271/6720335dFafe1678d/ed882adff197adfb.jpg,1000099731,穿片工艺;四热管设计;逆重力技术;视觉效果佳,100026951608,60万+,100026951608
风冷散热器 4热管 自营,ID-COOLING （酷凛）下压式CPU风冷散热器 4热管 铜底 适用LGA1200/LGA1700/AM4/5 ITX机箱 NAS IS-47-XT V2,159.00,酷凛（ID-COOLING）京东自营旗舰店,IS-47-XT V2,2万+,jfs/t1/299555/3/19445/60142/68623be9F0856b223/7f2ac8898a6cfb0b.jpg,1000006124,4热管;隐藏铜管;镀镍铜底;多平台支持;4热管设计;铜底导热;回流焊工艺;兼容多接口;适用ITX,100191203931,3万+,100191203931
风冷散热器 4热管 自营,瓦尔基里AQ125 ARGB WHITE VK CPU风冷散热器 逆重力四热管直触 12CM风扇 支持LGA1700 AM5,109.00,瓦尔基里（VALKYRIE）京东自营旗舰店,AQ125 ARGB WHITE,1万+,jfs/t1/291387/12/6193/51292/6828680fF259f380f/9f343f78812a9376.jpg,1000421158,支持AM5;AM5支持;兼容AM5;12CM大风扇;ARGB灯效;四热管直触,100229576880,1万+,100229576880
风冷散热器 4热管 自营,零度世家TE37 下压式CPU风冷散热器 热管直触 适用LGA1200/LGA1700/AM4/AM5 ITX机箱高度37mm 四热管 白色,75.90,京东免税会员购自营专区,白色,20,jfs/t1/406334/24/1204/71436/69bb5acbFceba989e/00833203201760e0.jpg,1000651007,热管直触工艺;多平台兼容设计,100310740012,,100310740012
风冷散热器 4热管 自营,瓦尔基里（VALKYRIE）AL125 BLACK VK CPU风冷散热器 4热管 1.54吋LCD 支持LGA1700 AM5 ARGB光效 ,149.00,瓦尔基里（VALKYRIE）京东自营旗舰店,AL125 BLACK,2万+,jfs/t1/309564/1/11366/72380/68558304Fd6bed716/f0f4e572ba37f617.jpg,1000421158,高性能散热器;高性能风扇;LCD屏幕风冷;四热管设计;兼容多平台;1.54寸LCD;炫彩灯效;ARGB光效;科技感十足;4热管设计,100108855501,3万+,100108855501
风冷散热器 4热管 自营,ID-COOLING（酷凛）IS-53-XT BLACK 下压式CPU风冷散热器 4热管 铜底 适用LGA1200/LGA1700/AM4/5 ITX机箱  ,169.00,酷凛（ID-COOLING）京东自营旗舰店,IS-53-XT BLACK【4热管+53MM高】,2万+,jfs/t1/301911/27/10619/61999/68392ae2F0821305c/40595d60dc47c2b2.jpg,1000006124,53MM高度;隐藏铜管设计;镀镍铜底;兼容多平台;黑色外观;有线连接;下压式散热;铜底导热;4热管设计;ITX适配,100214160084,3万+,100214160084
风冷散热器 4热管 自营,利民（thermalright）Frost Spirit 140 霜灵 风冷散热器AGHP四热管双塔全电镀回流焊 支持多平台S-FDB轴承FS140,254.00,利民Thermalright京东自营旗舰店,FS140 4X8MM双塔标准版,5万+,jfs/t1/94727/38/54335/85922/671f6254F14c5588f/b6fa37465700aea4.jpg,1000099731,全镀镍回流焊;阳极喷砂工艺;精工微雕铜底;四热管设计;多平台兼容;多平台支持;回流焊接;无光灯效;稳定性能;静音运行,100010498068,10万+,100010498068
风冷散热器 4热管 自营,雅浚（ProArtist）B3II台式电脑CPU风冷散热器单塔4热管 高效散热自动温控调速/LGA1700/1851/AM5,79.00,雅浚（ProArtist）京东自营旗舰店,B3II 单塔4热管,100+,jfs/t1/408765/6/8619/95107/69c53640F0456e2af/008332032052a54f.png,1028414110,全黑外观;支持AM5;直触热管;不挡内存;高效散热;4热管配置;温控调速;自动温控;单塔设计,100229565275,400+,100229565275
风冷散热器 4热管 自营,thermalright利民风冷散热器,83.00,利民Thermalright京东自营旗舰店,AX120 R SE PLUS 双风扇,50万+,jfs/t1/235618/40/27956/80203/672031f4F3d40bdff/d9c6b42f97fcaed5.jpg,1000099731,四热管架构;热管镀镍抗氧化;双平台金属扣具;热管直触,100054703748,60万+,100054703748
风冷散热器 4热管 自营,瓦尔基里AQ125 WHITE VK CPU风冷散热器  逆重力四热管直触 12CM风扇 支持LGA1700 AM5,89.00,瓦尔基里（VALKYRIE）京东自营旗舰店,AQ125 WHITE,1万+,jfs/t1/298150/20/7925/44422/6828638dFea07b0ee/b672cc60985a91b4.jpg,1000421158,一体式顶盖设计;免拆风扇;支持AM5;白色外观;12CM大风扇;兼容性强;四热管直触,100229576904,1万+,100229576904
风冷散热器 4热管 自营,利民（thermalright）Assassin Spirit 120 EVO DARK 刺灵 CPU风冷散热器 AGHP4.0逆重力4热管 AS120 EVO DARK,109.00,利民Thermalright京东自营旗舰店,AS120 EVO DARK 4热管 ,2000+,jfs/t1/236706/20/27640/70682/67202ff0F35320897/9a189a64e516fb0e.jpg,1000099731,阳极黑磨砂工艺;纳米全喷涂黑漆;双平台扣具;兼容多平台;逆重力设计;直触设计;热管直触;四热管结构;出色兼容;可靠耐用,100079264094,4000+,100079264094
风冷散热器 4热管 自营,超频3（PCCOOLER）RZ500WH CPU风冷散热器（5热管/无光/255W性能版单塔/带顶盖/FDB风扇/支持1700 AM4AM5,199.00,超频三京东自营旗舰店,RZ500 5热管 白色,2万+,jfs/t1/286910/24/8302/27516/682e74f8Ff09d4ee4/716fc4c580fe97dc.jpg,1000000670,500+人收藏;6万+人浏览;1千+人已买,100141897434,2万+,100141897434
风冷散热器 4热管 自营,超频3（PCCOOLER）RC400-53WH 白色 ITX风冷CPU散热器 （下压式/53mm高度/4热管/铜底回流焊镀镍工艺/支持1700 AM5）,159.00,超频三京东自营旗舰店,RC400白色-4热管-高度53mm,5000+,jfs/t1/5277/39/24175/60281/66e4ea5eF296aaf6a/d470968a4887b300.jpg,1000000670,液压轴承;全回流焊工艺;智能调速;下压设计;支持AM5;铜底回流焊;有线连接;支持1700;4热管散热;无光灯效,100114114499,6000+,100114114499
风冷散热器 4热管 自营,ID-COOLING 下压式CPU风冷散热器 4热管直触   适用LGA1200/LGA1700/AM4/5 ITX机箱 NAS IS-40-XT BLACK,109.00,酷凛（ID-COOLING）京东自营旗舰店, IS-40-XT BLACK 47MM高,2万+,jfs/t1/246202/30/10251/39927/665d34c7F62db1dfb/b1f6cc7134b88ab5.jpg,1000006124,47MM高度;4热管直触;支持正面安装;适合ITX;安静运行;广泛兼容;无光灯效;高效散热;易于安装;优质材料,100103263142,3万+,100103263142
风冷散热器 4热管 自营,九州风神（DEEPCOOL）玄冰400V5ARGB白色CPU电脑散热器附带硅脂(白化4热管/幻彩ARGB/220W/AG400ARGB WH）,79.00,九州风神 京东自营旗舰店,玄冰400V5白-4热管/ARGB,100万+,jfs/t1/411183/24/9961/80698/69cb2b32F2e616dfc/008332032016d151.jpg,1000000461,4热管设计;穿片工艺;温控智能;超频220W,100032596099,100万+,100032596099
风冷散热器 4热管 自营,超频3（PCCOOLER）RZ500BK CPU风冷散热器（5热管/无光/255W性能版单塔/带顶盖/FDB风扇/支持1700 AM4AM5）,189.00,超频三京东自营旗舰店,RZ500黑化5热管 黑色,2万+,jfs/t1/235321/4/20231/77646/6674d9b5F31b73849/f54aea53bc12bfc9.jpg,1000000670,安装超便捷;2千+人收藏;8千+人已买,100115292950,2万+,100115292950
风冷散热器 4热管 自营,超频3（PCCOOLER）RC400-53 ITX风冷CPU散热器 （下压式/53mm高度/4热管/铜底回流焊镀镍工艺/支持1700 AM5）,149.00,超频三京东自营旗舰店,RC400黑色-4热管-高度53mm,5000+,jfs/t1/233374/17/24802/61501/66c03723Fb369452e/de0ad28067a917cb.jpg,1000000670,全回流焊工艺;ITX;支持AM5;铜底镀镍;铜底回流焊;铜底工艺;惬意静音;全回流焊;高效散热;广泛兼容,100135483356,6000+,100135483356
风冷散热器 5热管 自营,大水牛（BUBALUS）T68 双塔CPU风冷散热器(多平台/AM5/纯铜6热管/PWM智能温控/矩阵式鳍片/12CM双风扇/支持1700),119.90,大水牛京东自营旗舰店,T68(双塔/6热管/AMD/1700),5万+,jfs/t1/337411/27/24068/88112/6908ff36Ffa6e8f87/140a6c7ebe683cb5.jpg,1000000707,超10万人店内购买;纯铜6热管;600+人已买,100211498603,9万+,100211498603
风冷散热器 5热管 自营,利民（thermalright）Assassin King 120 SE CPU风冷散热器 AGHP逆重力五热管 支持双平台 S-FDB轴承 AK120 SE,87.00,利民Thermalright京东自营旗舰店,AK120 SE 青春版（5热管））,5万+,jfs/t1/241086/33/21901/78627/6720314cF20f495c8/936fecd92f6ea36f.jpg,1000099731,纯铜镀镍热管;静音运行;五热管散热;逆重力设计,100021425849,10万+,100021425849
风冷散热器 5热管 自营,超频3（PCCOOLER）RZ500BK CPU风冷散热器（5热管/无光/255W性能版单塔/带顶盖/FDB风扇/支持1700 AM4AM5）,189.00,超频三京东自营旗舰店,RZ500黑化5热管 黑色,2万+,jfs/t1/235321/4/20231/77646/6674d9b5F31b73849/f54aea53bc12bfc9.jpg,1000000670,聚合工艺底座;自研高功耗热管;FDB风扇;兼容多平台;超静音设计;持久耐用;强劲性能;支持多平台;出色兼容;顶盖保护,100115292950,2万+,100115292950
风冷散热器 5热管 自营,九州风神（DEEPCOOL）AK500S青春数显版5热管风冷散热器(智能大屏温度显示/FDB安静风扇/适用于9900X3D及以下型号),199.00,九州风神 京东自营旗舰店,AK500S青春数显版-5热管,2万+,jfs/t1/319587/5/21283/95163/68905551F10b6e10e/5f5921fabaa13a6e.jpg,1000000461,5热管;FDB安静风扇;智能数显大屏;兼容AM4;智能大屏;安静运行;温度显示;5热管设计,100197734673,3万+,100197734673
风冷散热器 5热管 自营,零度世家UT75下压式CPU风冷散热器 热管直触 适用LGA1200/LGA1700/AM4/AM5 ITX机箱高度77mm 八热管 黑色,169.00,京东免税会员购自营专区,八热管 黑色,14,jfs/t1/382027/38/2780/84324/69450275F78d38955/96d7a569472e4757.jpg,1000651007,超薄散热;设计精巧;下压式;性能风扇,100310740014,,100310740014
风冷散热器 5热管 自营,利民（thermalright）Assassin King 90 V2 CPU风冷散热器 125mm高度 AGHP逆重力五热管 支持多平台 AK90 V2,159.00,利民Thermalright京东自营旗舰店,AK90 五热管 125高,1万+,jfs/t1/155744/17/49904/77633/672035d6Fb47c0aee/d5e7632920cb64fb.jpg,1000099731,逆重力热管;精雕镀镍铜底;兼容多平台;持久耐用;逆重力设计;多平台支持;安静运行;稳定性能;兼容AM5;高效散热,100017446889,2万+,100017446889
风冷散热器 5热管 自营,利民（thermalright）Silver Soul 110 BLACK 黑魂 CPU风冷散热器 110高度 5热管双塔全电镀回流焊 SS110 BLACK,229.00,利民Thermalright京东自营旗舰店,SS110黑色五热管双塔110高,5000+,jfs/t1/134662/33/48637/79426/671f6515Fc6a6283a/165fe3a1bd227f99.jpg,1000099731,全电镀回流焊;110mm高度;CNC精雕铜底;兼容广泛;5热管散热;黑色外观;回流焊接;稳定性能;无光灯效;安心使用,100030497426,5000+,100030497426
风冷散热器 5热管 自营,九州风神（DEEPCOOL）玄冰500ARGB散热器CPU风冷散热5热管（加宽塔体/支持神光同步/偏置设计不挡内存/AG500ARGB）,119.00,九州风神 京东自营旗舰店,玄冰500ARGB-5热管/神光同步,2万+,jfs/t1/411758/32/6813/88795/69cb2b2eF59556ab2/0083320320bd138e.jpg,1000000461,不挡内存;ARGB风扇;直触底座;偏置布局;5热管散热;超静音运行;神光同步;性能稳定;多平台兼容;兼容性强,100042558147,2万+,100042558147
风冷散热器 5热管 自营,零度世家TE37 下压式CPU风冷散热器 热管直触 适用LGA1200/LGA1700/AM4/AM5 ITX机箱高度37mm 四热管 白色,75.90,京东免税会员购自营专区,白色,20,jfs/t1/406334/24/1204/71436/69bb5acbFceba989e/00833203201760e0.jpg,1000651007,热管直触工艺;多平台兼容设计,100310740012,,100310740012
风冷散热器 5热管 自营,酷凛(IDCOOLING) 雪格510 AMD限定版  CPU风冷散热器  5热管单塔 58mm塔体 适用单平台AM4/5 ,179.00,酷凛（ID-COOLING）京东自营旗舰店,雪格510 AMD限定版,81,jfs/t1/398870/20/12315/81853/69aa97d0Fdd5dd120/008332032094d237.jpg,1000006124,偏移扣具;高性能风扇;5热管直触;AMD限定版;单塔结构;风冷散热,100322427122,100+,100322427122
风冷散热器 5热管 自营,九州风神（DEEPCOOL）AK500S青春数显版白色5热管风冷散热器(智能大屏温度显示/FDB安静风扇/适用于9900X3D及以下型号),199.00,九州风神 京东自营旗舰店,AK500S青春数显版白-5热管,2万+,jfs/t1/321410/24/21559/91061/68905550F464d0720/372c494ce24928e0.jpg,1000000461,5热管;FDB安静风扇;智能数显大屏;智能大屏;安静运行;温度显示;温度实时显示;5热管设计;兼容AM4,100260923232,3万+,100260923232
风冷散热器 5热管 自营,超频3（PCCOOLER）RT500 TC  BK 黑色无光 CPU风冷散热器（5热管/高性能风扇/三角波浪鳍片/1700/AM5）,139.00,超频三京东自营旗舰店,RT500TC 5热管黑色无光版,5000+,jfs/t1/98774/14/48779/55461/6708bf45F8b7205aa/9809684e7671f1d0.jpg,1000000670,热管聚合底座;轻松兼容;兼容多平台;持久耐用;黑色外观;三角鳍片;直触底座;高性能体验;高性能风扇;245W解热,100122765647,8000+,100122765647
风冷散热器 5热管 自营,大水牛（BUBALUS）T66 AMD6热管CPU散热器(纯铜导热管风冷/支持多平台/AM2/AM3/AM4/AM5/PWM智能温控/12mm易拆风扇),69.90,大水牛京东自营旗舰店,T66(6热管/12CM/AMD),5万+,jfs/t1/282260/35/8484/70222/67e12079Facd397fd/02ea93bfd09190c6.jpg,1000000707,AM4 AM5;300+人加购;店铺被10万人种草,100247496277,9万+,100247496277
风冷散热器 5热管 自营,利民（thermalright）Frost Commander 140 冰封统领 8mmAGHP4.0 五热管全电镀回流焊风冷散热器 2次动平衡 FC140,314.00,利民Thermalright京东自营旗舰店,FC140 5X8MM双塔高性能标准版,10万+,jfs/t1/177689/17/50615/79875/671f6203F0b76aab1/7c22c01fc3769ca8.jpg,1000099731,高效传导;高性能散热;五热管设计;支持多平台,100019603508,10万+,100019603508
风冷散热器 5热管 自营,九州风神（DEEPCOOL）冰立方500S数显白色风冷CPU散热器（温度显示/5热管/幻彩顶盖/矩阵鳍片/AK500S DIGITAL WH）,199.00,九州风神 京东自营旗舰店,冰立方500S数显白-5热管/240W,2万+,jfs/t1/409126/34/20594/86269/69cb2b54F15ca59b5/00833203202f7e12.jpg,1000000461,5热管;智能数显;高温预警;静音运行;白色外观;矩阵鳍片;幻彩顶盖;cooling效果;5热管设计;温度显示,100066074674,3万+,100066074674
风冷散热器 5热管 自营,超频3（PCCOOLER）RT500数显 BK黑色无光 CPU风冷散热器（5热管/温度显示/高性能风扇/三角波浪鳍片/1700/AM5）,159.00,超频三京东自营旗舰店,RT500 数显无光黑色,5000+,jfs/t1/6032/4/37366/67730/66c6e1a5F8d773017/f89f85a551c1f131.jpg,1000000670,高性能风扇;5热管直触;温度显示;兼容广泛;兼容多平台;智能温度显示;稳定性能;波浪鳍片;简约外观;高效散热,100139749292,8000+,100139749292
风冷散热器 5热管 自营,大水牛（BUBALUS）T65白色 6热管CPU散热器(纯铜导热管风冷/支持LGA 1700/AM5/PWM智能温控/ARGB神光同步/易拆风扇),89.90,大水牛京东自营旗舰店,T65白色(6热管/ARGB/Intel/12CM),5万+,jfs/t1/417092/26/13720/59313/69de0329Fd5083387/0083320320202303.jpg,1000000707,500+店铺粉丝浏览;1万+人浏览,100165952151,9万+,100165952151
风冷散热器 5热管 自营,追风者（PHANTEKS）Polar伯乐S5 单塔逆重力5热管风冷CPU散热器(PWM大风量扇/高性能硅脂/刮板/降噪器AM5/1851),119.00,追风者Phanteks京东自营旗舰店,伯乐S5-黑/5热管/降噪线/260W,10万+,jfs/t1/248443/9/15261/88796/6694f21aF8c4ca770/a1e82ef44bd95220.jpg,1000000468,抗重力复合热管;TDP260W;铝板顶盖;5热管散热;平衡性能;逆重力设计;热管直触;使用简单;稳定兼容;大风量扇,100033796391,5万+,100033796391
风冷散热器 5热管 自营,利民（thermalright）Frost Commander 140 BLACK 冰封统领 5X8mmAGHP4.0热管回流焊黑色风冷散热器 FC140 BLACK,419.00,利民Thermalright京东自营旗舰店,FC140 5X8MM双塔高性能纯黑版,10万+,jfs/t1/219871/2/45732/68525/671f6220F404285eb/fda832d44ba0350b.jpg,1000099731,电镀回流焊工艺;二次点胶平衡扇;精工微雕铜底;耐用材料;支持AM5;优质工艺;黑色外观;回流焊接;多场景适用;5X8mm热管,100028162440,10万+,100028162440
风冷散热器 5热管 自营,超频3（PCCOOLER）RT500 TC ARGB WH CPU风冷散热器（5热管/高性能风扇/三角波浪鳍片/1700/AM5）,159.00,超频三京东自营旗舰店,RT500TC  5热管白色ARGB,5000+,jfs/t1/229555/9/27230/62390/6708c18cFc558b390/903f4e3211952181.jpg,1000000670,不挡内存;高性能风扇;热管聚合底座;灵动灯效;兼容广泛;优雅外观;强劲风扇;三角鳍片;稳定性能;高效散热,100122765667,8000+,100122765667
风冷散热器 5热管 自营,超频3（PCCOOLER）RZ500WH CPU风冷散热器（5热管/无光/255W性能版单塔/带顶盖/FDB风扇/支持1700 AM4AM5,199.00,超频三京东自营旗舰店,RZ500 5热管 白色,2万+,jfs/t1/238529/21/16704/67341/66d80e3dF2ed6e961/900120616f5b48f3.jpg,1000000670,聚合工艺底座;优异兼容性;CNC阳极顶盖;高效散热;多平台兼容;创新工艺;持久耐用;大功率支持;安静运行;支持多平台,100141897434,2万+,100141897434
风冷散热器 5热管 自营,利民（thermalright）Frost Commander 140 WHITE冰封统领 5X8mmAGHP4.0热管回流焊 白色风冷散热器FC140 WHITE,354.00,利民Thermalright京东自营旗舰店,FC140 5X8MM双塔高性能纯白版,10万+,jfs/t1/185038/27/49375/79986/671f6239Fd014436d/f559ab8597550277.jpg,1000099731,二次动平衡风扇;全电镀回流焊;双平台金属扣具;稳定性能;持久耐用;回流焊接;静音运行;白色外观;热管优化;5X8mm热管,100024204252,10万+,100024204252
风冷散热器 5热管 自营,超频3（PCCOOLER） RT500 TC ARGB BK CPU风冷散热器（5热管/高性能风扇/三角波浪鳍片/1700/AM5）,149.00,超频三京东自营旗舰店,RT500TC  5热管黑色ARGB,5000+,jfs/t1/155972/27/48296/62808/6708c0a9Ff185d576/61fd3c2f1e8c6ddf.jpg,1000000670,不挡内存;热管聚合底座;兼容广泛;炫彩灯效;三角鳍片;高性能风扇;亮丽外观;静音运行;风扇强劲;高效散热,100148464032,8000+,100148464032
风冷散热器 5热管 自营,利民（thermalright）Assassin King 120 SE ARGB CPU风冷散热器 AGHP3.0逆重力五热管 AK120 SE ARGB,87.00,利民Thermalright京东自营旗舰店,AK120 SE ARGB 青春版,5万+,jfs/t1/248363/13/22520/73343/67203136F7e0fe8b6/705bd5aae1666317.jpg,1000099731,主板神光同步;阳极喷砂灰顶盖;热管直触工艺;兼容广泛;五根热管;高效冷却;逆重力设计;多平台适配;直触底座;支持最新平台,100039319252,10万+,100039319252
风冷散热器 5热管 自营,超频3（PCCOOLER）红海H4炫彩 白色CPU风冷散热器（4热管/PWM风扇/顶盖发光/支持12/13代1700/AM4/AM5/133mm高度）,69.00,超频三京东自营旗舰店,红海H4 炫彩版白色,2万+,jfs/t1/227217/38/21715/99864/6674e5faF6d12f723/ca7ba5b20bae5ee6.jpg,1000000670,2千+店铺粉丝浏览;4热管;5万+人浏览,100079826274,3万+,100079826274
风冷散热器 5热管 自营,九州风神（DEEPCOOL）玄冰500风冷散热器CPU散热（加宽塔体/不挡内存/PWM风扇/240W/多平台易安装/AG500),89.00,九州风神 京东自营旗舰店,玄冰500-5热管/不挡内存,2万+,jfs/t1/412823/38/2867/82066/69cb2b30F88145681/0083320320640c75.jpg,1000000461,不挡内存;稳定性能;无光灯效;静音运行;简约外观;多平台兼容;5热管散热;多平台易安装;宽塔设计;240W散热,100042558125,2万+,100042558125
风冷散热器 5热管 自营,超频 3 PCCOOLERRT500 ARGB BK数显 CPU风冷散热器（5热管/温度显示/三角波浪鳍片/1700/AM5）,169.00,超频三京东自营旗舰店,RT500 数显ARGB黑色,5000+,jfs/t1/99685/19/49351/60434/66c2a077F80d54b80/98936499b2bd7e61.jpg,1000000670,高压风扇;智能数显;智能温度显示;直触导热;三角鳍片;温度显示;高风压散热;五热管散热;温度实时显示;适用多种场景,100127449248,8000+,100127449248
风冷散热器 5热管 自营,骨伽风擎50 MAX 单塔风冷CPU散热器 不挡内存 5热管纯铜底 ,99.00,骨伽京东自营旗舰店,白色,100+,jfs/t1/411376/14/16660/1273205/69d70f64F2108e39e/00835a05a0149229.png,1000300123,,100342091540,100+,100342091540
风冷散热器 5热管 自营,利民（thermalright）Assassin King 120 SE WHITE ARGB 风冷散热器 AGHP逆重力五热管 AK120 SE WHITE ARGB,103.00,利民Thermalright京东自营旗舰店,AK120 SE 白色ARGB 青春版,5万+,jfs/t1/249120/19/22519/57301/67203106F7b7cc7bd/3a9de39ae30c0b13.jpg,1000099731,主板神光同步;148MM高度;纳米纯白喷涂;优雅白色;逆重力结构;逆重力设计;炫彩灯效;支持多平台;直触底座;静音运行,100022434423,10万+,100022434423
风冷散热器 5热管 自营,超频3（PCCOOLER）RT500 ARGB WH数显 CPU风冷散热器（5热管/温度显示/三角波浪鳍片/1700/AM5）,179.00,超频三京东自营旗舰店,RT500 数显ARGB白色,5000+,jfs/t1/3759/4/23012/58551/66c2a1feF0231669f/0d860657dcd5ef25.jpg,1000000670,高风压风扇;高清智能数显;神光同步;兼容多平台;可靠耐用;智能温度显示;三角鳍片;绚丽灯效;数显温度;高风压散热,100127449236,8000+,100127449236
