搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
固态硬盘 250G 自营,ENBTECH移动固态硬盘250G深空灰色手机电脑两用高速外接移动硬盘PSSD扩容苹果安卓兼容TYPE-C便携外接存储,349.00,ENBTECH京东自营旗舰店,,2,jfs/t1/407635/3/6379/217795/69c0a6e0F61acfdb5/00836406405a91b0.jpg,1023999241,Mac兼容;4K视频录制;微信备份;金属机身;双盘高效;智能散热;稳定传输,100248028233,,100248028233
固态硬盘 250G 自营,惠普250G Type-C接口小巧便携高速SSD移动固态硬盘 USB3.2香芋紫读速420MB/s 手机直连笔记本外接硬盘,469.00,惠普（HP）U盘京东自营旗舰店,【香芋紫】高速420MB/S,100+,jfs/t1/410324/14/16306/111167/69cc72e6F41cc3ae7/0083320320d7a7d7.jpg,1000188027,手机电脑两用;轻薄便携;直连笔记本;香芋紫色;420MB/S;Type-C接口;高速传输;电脑通用;USB3.2;数据备份,100233449119,200+,100233449119
固态硬盘 250G 自营,惠普250G Type-c USB 3.2 移动固态硬盘高速传输SSD灿若云霞传输速度420MB/s 手机直连笔记本两用外接,469.00,惠普（HP）U盘京东自营旗舰店,【灿若云霞】高速420MB/s ,500+,jfs/t1/338342/30/24094/84336/68fb239bF03086813/5a4008f7e4fcdd8a.jpg,1000188027,灿若云霞;高速传输;手机电脑两用;高强铝合金;多设备兼容;Type-C直连;420MB/s;直连笔记本;Type-C接口;超便携设计,100214615451,1000+,100214615451
固态硬盘 250G 自营,爱国者（aigo）250GB移动固态硬盘 (PSSD) S7 Type-c USB3.2 520MB/s 高速SSD双接口手机直连笔记本电脑外接硬盘,439.00,爱国者存储京东自营旗舰店,精致小巧｜金榜精选推荐520MB/s,10万+,jfs/t1/408694/5/20646/113500/69cb7241F0b73fc7a/0083320320825080.jpg,1000002519,手机直连;精致小巧;TypeC双口;金属外壳;简易使用;多平台兼容;灵活存储;纤薄设计;随身素材;直连备份,100091802321,10万+,100091802321
固态硬盘 250G 自营,三星（SAMSUNG）250GB SSD固态硬盘 SATA3.0接口 独立缓存 AI电脑配件 读速560MB/S 870 EVO,859.00,三星存储京东自营旗舰店,870EVO｜性能升级款SATA,50万+,jfs/t1/423985/11/8963/161654/69f011b8F36f5855c/0083320320bc84b8.jpg,1000075981,读速飞快;高速读取;高效存储;快速启动,100010169469,100万+,100010169469
固态硬盘 250G 自营,ENBTECH移动固态硬盘250G银色高速外接移动硬盘PSSD扩容苹果安卓全面兼容TYPE-C手机电脑两用存储,349.00,ENBTECH京东自营旗舰店,,1,jfs/t1/419968/24/9172/219154/69e5e3b2F5386b8f3/0083640640b15ce6.jpg,1023999241,微信备份;4K视频录制;金属机身;稳定传输;智能散热;USB3.2,100248031551,,100248031551
固态硬盘 250G 自营,闪迪250GB SSD固态硬盘2400MB/s读速PLUS性能加强版M.2接口TLC高速NVMe协议PCIe3.0笔记本电脑扩容2280,816.00,,,2,jfs/t1/400420/32/776/74950/69a14b4aFcc4f382e/0083320320e716fc.jpg,0,,100327232700,,100327232700
固态硬盘 250G 自营,科硕（KESU）移动硬盘加密 250GB USB3.0 K201 2.5英寸尊贵金属太空灰外接存储文件照片备份,79.00,科硕（KESU）移动硬盘京东自营旗舰店,磨砂金属-K201-太空灰,50万+,jfs/t1/415536/38/13631/37879/69d9f983F4e9169e8/00833203208ad53a.jpg,1000332941,加密保护;尊贵质感;轻薄便携;高速传输,100015093565,50万+,100015093565
固态硬盘 250G 自营,科硕（KESU）移动硬盘加密 250G USB3.0 K1 2.5英寸时尚黑外接存储文件照片备份,79.00,科硕（KESU）移动硬盘京东自营旗舰店,K2518-时尚黑,20万+,jfs/t1/98535/3/41666/59940/652a6a0fF1b7c1ee5/f38d08b9d2718acd.jpg,1000332941,多系统兼容;即插即用;高速传输;快速传输;便携存储;时尚外观;加密保护;USB3.0;文件备份,100017786534,40万+,100017786534
固态硬盘 250G 自营,朗科（Netac）250GB SSD固态硬盘 M.2接口(NVMe协议) NV3000绝影系列 3100MB/s读速 高效散热 ,389.00,朗科京东自营官方旗舰店,NV3000绝影丨NVMe高速系列,5万+,jfs/t1/268344/13/5452/117277/67725886F8096726a/69408ce2428d340c.jpg,1000000312,HMB技术;高速性能;石墨烯散热;高效散热;M.2接口;兼容性强;高速读取;散热优良;高效读速;稳定性能,100036032566,10万+,100036032566
固态硬盘 250G 自营,忆捷（EAGET）256GB固态硬盘sata3.0读速高达550MB/s台式机/笔记本通用SSD精选原厂MLC颗粒AI电脑升级兼容 S205H,284.00,忆捷存储京东自营旗舰店,【256GB】旗舰款SATA3.0(550MB/s,5000+,jfs/t1/423535/18/22004/126733/69f2bbacFe47dfd3b/0083320320f88c58.jpg,1000000335,近30日人气商品;9千+人加购;1千+人已买,100323225940,1万+,100323225940
固态硬盘 250G 自营,希捷（SEAGATE）256GB SSD固态硬盘SATA3.0接口 台式机笔记本电脑硬盘 读速高达540MB/s 希捷酷鱼,499.00,希捷Seagate京东自营旗舰店,SATA|全足容,2万+,jfs/t1/428515/36/11112/147943/69f73489F3cab0ffb/00833203204e9138.jpg,1000000174,持久稳定;SATA3.0;坚固耐用;科技创新,100057648873,6万+,100057648873
固态硬盘 250G 自营,闪迪（SanDisk）240GB SSD固态硬盘530MB/s读速PLUS性能加强版SATA接口2.5英寸TLC颗粒台式机笔记本扩容电脑升级,549.00,闪迪（Sandisk）固态硬盘京东自营旗舰店,PLUS加强版高性价比SATA,50万+,jfs/t1/430167/15/81/131169/69f2fd4aFe0122b8b/0083320320273aaf.jpg,1000594591,高续航3年质保;电脑升级;稳定兼容;提升电脑性能,1398969,50万+,1398969
固态硬盘 250G 自营,闪昇P6手机移动硬盘250GB活力橙宝妈盘苹果15/16手机直连硬盘硬件加密APP一键备份照片视频存储神器,119.90,闪昇存储京东自营旗舰店,活力橙 【APP一键备份+硬件加密】,2万+,jfs/t1/390264/18/17052/95039/69844da0Fd3ad8447/00833203200f08e3.jpg,1000591188,Type-C接口;一键备份;硬件加密;便携存储,100323128590,2万+,100323128590
固态硬盘 250G 自营,联想 TS90X服务器工作站单主机至强2324G处理器/64G内存/1TB固态硬盘2x4TB机械硬盘/集成RAID/250W电源,10500.00,,,0,jfs/t1/278865/30/17890/77473/67f7239aFd70bbeef/dc5a719a246e6660.jpg,0,,100164793727,,100164793727
固态硬盘 250G 自营,戴尔（DELL）R250 1U机架式服务器主机 (至强E-2324G 4核4线程 32G内存丨480G固态+2*2TB企业级),18500.00,,,0,jfs/t1/399703/32/691/114714/699d04a8F588908e9/00832ee2ee504c59.jpg,0,,100192433885,,100192433885
固态硬盘 250G 自营,ThinkPad笔记本电脑 ThinkBook14 14英寸2025款商务办公学生学习轻薄本 Core7-250H 16G 2T固态 2.8K 定制,9834.00,Think电脑店,【2025新款】Core7-250H 16G 2T,0,jfs/t1/386964/30/13638/73587/6970507cF5f258911/0083320320f1ada3.jpg,1000481881,,100297825044,,100297825044
固态硬盘 250G 自营,ThinkPad联想ThinkBook 16 2025款 16英寸商务办公笔记本电脑 酷睿处理器 Core7-250H 16G 1T固态 高清,6499.00,Think电脑店,,0,jfs/t1/389320/27/18685/80839/6986d7d3Fa70fcd49/00833203207d4dbf.jpg,1000481881,,100215244011,,100215244011
固态硬盘 250G 自营,金胜维（KingSpec）256GB SSD固态硬盘 SATA3.0接口 2.5英寸 读速500MB/s 台式机/笔记本通用,295.00,金胜维（KingSpec）京东自营旗舰店,【V5系列】SATA3.0 基础经典款,1万+,jfs/t1/417909/20/5648/104022/69dad190F71c3c56e/065c32032000c301.jpg,1000470560,超2千人关注店铺;2.5英寸;2千+人加购,100288313262,2万+,100288313262
固态硬盘 250G 自营,ThinkPad联想 ThinkBook 14 2025款【16G 1T固态 2.8K高分高刷屏】14英寸轻薄笔记本电脑 酷睿Core7-250H,6888.00,Think电脑店,14英寸-狂暴性能,0,jfs/t1/404392/26/784/81501/69b5156eFc85f0538/008332032062b9e4.jpg,1000481881,,100266250244,,100266250244
固态硬盘 500G 自营,铨兴（QUANXING）酷芯客 512GB SSD固态硬盘 2.5英寸 SATA3.0接口 读速高达500MB/s 台式机/笔记本通用 QT01,549.00,铨兴（QUANXING）京东自营旗舰店,QT01·金属双重散热·热销爆款,2万+,jfs/t20280419/422675/39/4709/112146/69e59c9dF813f247e/0a0232032073d3e8.jpg,1000470711,1千+店铺粉丝浏览;近30日人气商品,100149226918,5万+,100149226918
固态硬盘 500G 自营,梵想 500GB PCIe3.0固态硬盘,598.00,梵想存储京东自营旗舰店,S500MQ PCIe3.0 3200MB/s,50万+,jfs/t1/426276/29/1157/97136/69eae83eFba92f513/00833203204dcc9f.jpg,1000103149,高速读取;M.2接口;NVMe协议;高效低耗,100321589070,90万+,100321589070
固态硬盘 500G 自营,七彩虹（Colorful）500GB SSD固态硬盘 SATA3.0接口 SL500系列电脑升级配件,488.00,七彩虹京东自营旗舰店,SL系列主流 - SATA3.0接口,50万+,jfs/t1/430162/40/82/68094/69f2fc98Fc20bbb99/008332032089f7bc.jpg,1000000267,高速传输;稳定性能;快速启动;抗震耐摔,100016939910,70万+,100016939910
固态硬盘 500G 自营,希捷（SEAGATE）500GB SSD固态硬盘 M.2接口(NVMe协议 PCIe4.0×4) 行业玩家专用TLC颗粒 希捷酷鱼PCle 4.0,749.00,希捷Seagate京东自营旗舰店,酷鱼PCIe 4.0|TLC 行业版,10万+,jfs/t1/420858/34/17132/150663/69e86fceFb1d07a19/0083320320eab705.jpg,1000000174,纤薄外形;M.2接口;NVMe协议;TLC颗粒,100151743996,10万+,100151743996
固态硬盘 500G 自营,PASCARI博思锐企业级固态硬盘SA53P 3840GB,22868.30,博思锐京东自营旗舰店,,0,jfs/t1/390446/1/17695/138053/6989b073F5671b5c4/0083320320866c6b.jpg,1016965937,100+人浏览,100241654177,,100241654177
固态硬盘 500G 自营,致态（ZhiTai）长江存储 500GB SSD固态硬盘 NVMe M.2接口 Ti600系列 (PCIe 4.0 产品),749.00,致态（ZhiTai）长江存储京东自营旗舰店,Ti600 Gen4 发轫之作,100万+,jfs/t1/421077/4/17530/93703/69f375b4Fac46676a/0083320320f06fac.jpg,1000348081,稳定性能;超低延迟;温控管理;Gen4产品,100067394454,100万+,100067394454
固态硬盘 500G 自营,梵想（FANXIANG）500GB SSD固态硬盘 M.2接口NVMe协议PCIe 4.0x4 TLC颗粒 电脑PS5游戏扩展盘 AI电脑存储配件 S790,698.00,梵想存储京东自营旗舰店,S790 PCIe4.0 旗舰款,50万+,jfs/t1/426841/28/5629/130765/69f06206F1cdf7d89/0083320320502a82.jpg,1000103149,大容量存储;游戏扩展;TLC颗粒;PS5兼容,100289556698,90万+,100289556698
固态硬盘 500G 自营,威刚（ADATA）500G SSD固态硬盘 M.2(NVMe PCIe 4.0×4) S60PRO 读速5000MB/s AI 电脑配件,749.00,威刚京东自营旗舰店,S60Pro PCIe4.0,5000+,jfs/t1/409308/19/3573/295784/69c3749eF611b5213/0083320320ddf976.jpg,1000000714,高速传输;五年保固;大容量存储;M.2接口;NVMe协议,100326319338,8000+,100326319338
固态硬盘 500G 自营,忆捷（EAGET）480GB SSD固态硬盘读速高达550MB/S SATA3.0接口台式机笔记本通用大容量硬盘 S205 AI电脑配件兼容,458.00,忆捷存储京东自营旗舰店,【480GB】热销SATA3.0 (550MB/s),5000+,jfs/t1/415327/39/16974/663707/69db4e17F38cb5f50/093b320320cfa1cb.png,1000000335,极速体验;轻装提速;轻松安装;精选原厂颗粒,100310068024,1万+,100310068024
固态硬盘 500G 自营,闪迪（SanDisk）500GB Nvme 移动固态硬盘（PSSD）E61至尊极速卓越版SSD 读速1050MB/s 手机直连笔记本外接硬盘,1349.00,SanDisk闪迪京东自营旗舰店,E61至尊极速（卓越版|人手必备）,100万+,jfs/t1/430314/34/437/246840/69f3daeaFe7020f73/0083320320c17e2c.jpg,1000000193,多设备支持;高速传输;轻薄便携;广泛兼容,100016047050,100万+,100016047050
固态硬盘 500G 自营,梵想（FANXIANG）500GB SSD固态硬盘 M.2接口NVMe协议PCIe4.0x4 PS5台式机笔记本电脑扩展硬盘 PC存储配件 S790E,678.00,梵想存储京东自营旗舰店,S790E PCIe4.0 高性价款,50万+,jfs/t1/424149/33/12625/140344/69f05eb6Fc0396c84/008332032012c704.jpg,1000103149,智能缓存;智能温控;高效低耗;快速传输体验,100113887356,90万+,100113887356
固态硬盘 500G 自营,金士顿（Kingston）500GB SSD固态硬盘 M.2(NVMe PCIe 4.0×4) NV3系列 读速5000MB/s AI 电脑配件,749.00,金士顿京东自营旗舰店,NV3 全能PCIe 4.0,50万+,jfs/t1/409802/7/4894/138878/69c4c922Ffe4bbbad/0083320320533da0.jpg,1000000192,性能卓越;高速读写;PCIe4.0;广泛兼容,100133840610,70万+,100133840610
固态硬盘 500G 自营,致态（ZhiTai）长江存储 500GB SSD固态硬盘 SATA 3.0 接口 致态小翼S001系列,629.00,致态（ZhiTai）长江存储京东自营旗舰店,致态小翼S001系列,5万+,jfs/t1/426657/14/11714/89540/69f37642Fdce6c061/0083320320254fff.jpg,1000348081,广泛兼容;1盘适配多场景;近7日人气商品,100302525772,10万+,100302525772
固态硬盘 500G 自营,惠普500G Type-c USB 3.2 移动固态硬盘高速传输SSD星河灿烂传输速度420MB/s 手机直连笔记本两用外接,659.00,惠普（HP）U盘京东自营旗舰店,【星河灿烂】高速420MB/s ,500+,jfs/t1/344938/22/16403/79785/68fb2341Ff057076f/9b1b79c89f729515.jpg,1000188027,星河灿烂;手机电脑两用;高强铝合金;金属外壳;两用设计;疾速传输;直连笔记本;Type-C接口;高速传输;420MB/s,100214615369,1000+,100214615369
固态硬盘 500G 自营,GEIL金邦 500GB SSD固态硬盘 M.2接口PCIe 3.0（NVMe协议）台式机笔记本硬盘  高速2800MB/S P3A系列,549.00,GEIL存储京东自营旗舰店,P3A PCIe3.0【高性价比】,5万+,jfs/t1/407484/27/21209/158123/69c639c1F849b3e11/00833203200728e0.jpg,1000443886,办公游戏;兼容性强;高速传输;超低功耗;耐用芯片;兼容多设备;大容量存储;轻松升级;四通道设计;高速读写,100049221774,7万+,100049221774
固态硬盘 500G 自营,GEIL金邦 500G SSD固态硬盘 SATA3.0接口 台式机笔记本通用 高速500MB/S A3系列,499.00,GEIL存储京东自营旗舰店,A3系列 SATA,2万+,jfs/t1/407006/30/18964/126931/69c63917F4400cb37/00833203200ca1e6.jpg,1000443886,游戏办公;高清视频;稳定兼容;SATA3.0;高速读取;512GB容量;稳定性能;流畅体验;大容量存储;便捷安装,100058625421,6万+,100058625421
固态硬盘 500G 自营,宏碁掠夺者（PREDATOR）宏碁 512G SSD固态硬盘M.2接口(NVMe协议) N3500系列 暗影骑士龙｜NVMe PCIe 3.0（3500MB/s读速）,639.00,宏碁掠夺者（PREDATOR）存储京东自营旗舰店,N3500系列 家用装机版,10万+,jfs/t1/409789/17/16370/352929/69cb6589F947e5058/0083320320b9009f.jpg,1000364368,近30日热销商品;600+店铺会员加购,100071890874,10万+,100071890874
固态硬盘 500G 自营,爱国者（aigo）500GB移动固态硬盘 (PSSD) S7 Type-c USB3.2 520MB/s高速SSD双接口手机直连笔记本电脑外接硬盘,599.00,爱国者存储京东自营旗舰店,精致小巧｜金榜精选推荐520MB/s,10万+,jfs/t1/421235/28/3069/113500/69e0ba73F95fe118d/00833203201b8f49.jpg,1000002519,直连笔记本;稳定可靠;金属外壳;备份扩容,100005359720,10万+,100005359720
固态硬盘 500G 自营,梵想（FANXIANG）500GB SSD固态硬盘 M.2接口NVMe协议PCIe 4.0 x4 一体机台式机笔记本电脑AI PC存储配件S690,698.00,梵想存储京东自营旗舰店,S690 PCIe4.0 经典款,50万+,jfs/t1/408359/37/6868/130912/69c24da4F5471d4e3/00833203208fbbf6.jpg,1000103149,存储充裕;可靠性高;TLC颗粒;高速传输,100065395921,90万+,100065395921
固态硬盘 500G 自营,惠普500G Type-c USB 3.2 移动固态硬盘高速传输SSD紫气东来传输速度420MB/s 手机直连笔记本两用外接,659.00,惠普（HP）U盘京东自营旗舰店,【紫气东来】高速420MB/s ,500+,jfs/t1/333223/19/27011/75754/68fb237eFb441e786/638acc8e6f716a40.jpg,1000188027,紫气东来;手机电脑两用;高速传输;高强铝合金;高速存储;多设备兼容;直连笔记本;420MB/s;Type-C接口;超便携设计,100286205998,1000+,100286205998
固态硬盘 500G 自营,ENBTECH移动固态硬盘500G深空灰色色手机电脑两用高速PSSD扩容即插即用适用苹果安卓兼容TYPE-C/USB接口,529.00,ENBTECH京东自营旗舰店,,3,jfs/t1/408500/31/1364/218045/69c0a6dfF5b55fcd5/008364064007b500.jpg,1023999241,传输速度:500-1000MB/s;特征特质:防水防尘;系统:Windows 10,100330966640,,100330966640
固态硬盘 500G 自营,爱国者（aigo）500GB移动固态硬盘 (PSSD) S11 Type-c USB3.2 读速高达520MB/s 机线一体手机直连,699.00,爱国者存储京东自营旗舰店,商务随行｜机线一体520MB/s,10万+,jfs/t1/341562/13/24825/89571/6916fdb3F9f2257a1/b5e21d84e84468ed.jpg,1000002519,520MB/s;超大存储;便携设计;兼容性强;即插即用;直连手机;直连便捷;简约出行;保护套附赠;速度提升,100080228136,10万+,100080228136
固态硬盘 500G 自营,闪迪（SanDisk）500GB SSD固态硬盘2400MB/s读速PLUS性能加强版M.2接口TLC高速NVMe协议PCIe3.0笔记本电脑扩容2280,829.00,闪迪（Sandisk）固态硬盘京东自营旗舰店,PLUS加强版【效率提升PCIe3.0】,20万+,jfs/t1/429332/22/2723/131012/69f2fd5bF93ab7490/00833203207fe530.jpg,1000594591,轻巧便携;好散热3年质保;稳定耐用久续航;高效多任务切换,100071051881,20万+,100071051881
固态硬盘 500G 自营,惠普500G Type-c USB 3.2 移动固态硬盘高速传输SSD灿若云霞传输速度420MB/s 手机直连笔记本两用外接,659.00,惠普（HP）U盘京东自营旗舰店,【灿若云霞】高速420MB/s ,500+,jfs/t1/338342/30/24094/84336/68fb239bF03086813/5a4008f7e4fcdd8a.jpg,1000188027,灿若云霞;手机电脑两用;高速传输;高强铝合金;疾速传输;多设备兼容;420MB/s;直连笔记本;彩绘款式;Type-C接口,100214615443,1000+,100214615443
固态硬盘 500G 自营,金胜维（KingSpec）512GB SSD固态硬盘M.2接口NVMe PCIe3.0 读速3400MB/s台式机笔记本通用AI PC存储配件,599.00,金胜维（KingSpec）京东自营旗舰店,KSX3 PCIe3*4性价比 3400MB/s,2万+,jfs/t1/428670/31/5164/382671/69f2cd4eF5e2b6873/0083320320414d01.jpg,1000470560,8千+人加购;五年质保;200+店铺粉丝浏览,100162299212,3万+,100162299212
固态硬盘 500G 自营,ENBTECH移动固态硬盘太空银 500G外接PSSD扩容即插即用适用苹果安卓全面兼容TYPE-C金属外壳便携外j接存储,529.00,ENBTECH京东自营旗舰店,太空银,2,jfs/t1/406119/30/16598/219707/69c0a6f4F593cd7dd/0083640640a93048.jpg,1023999241,Mac兼容;微信备份;双盘高效;金属机身;4K视频录;智能散热;稳定传输,100329924028,,100329924028
固态硬盘 500G 自营,爱国者（aigo）500GB移动固态硬盘 (PSSD) S8 Type-c USB3.2 读速高达520MB/s 手机直连,629.00,爱国者存储京东自营旗舰店,纤薄便携|直连手机520MB/s,10万+,jfs/t1/409822/26/8400/127958/69c63c76F40ac6474/0083320320f86c77.jpg,1000002519,跨平台传输;金属质感;广泛兼容;大容量存储;高速传输;快速读取,100319770816,10万+,100319770816
固态硬盘 500G 自营,爱国者（aigo）500GB磁吸移动固态硬盘(PSSD)ssd移动硬盘USB3.2 P5读速2000MB/s Type-C手机电脑直连外录手机支架,799.00,爱国者存储京东自营旗舰店,磁吸支架|读写同速2000MB/s,1万+,jfs/t1/420358/39/18061/130314/69e74930F2b2ed0bd/00833203201ced2d.jpg,1000002519,磁吸设计;直连电脑;苹果4K直录;大容量存储,100124045551,1万+,100124045551
固态硬盘 500G 自营,PASCARI博思锐企业级固态硬盘SA53P 480GB,2969.10,博思锐京东自营旗舰店,,2,jfs/t1/391934/8/16416/137473/6989a904Fe5b91430/008332032025fd0c.jpg,1016965937,300+人浏览,100322462840,,100322462840
固态硬盘 500G 自营,闪迪（SanDisk）500GB SSD固态硬盘5000MB/s读速Extreme至尊极速M.2接口TLC电脑PCIe4.0高速NVMe协议笔记本2280,899.00,闪迪（Sandisk）固态硬盘京东自营旗舰店,至尊极速【创作全能PCIe4.0】,20万+,jfs/t1/426976/37/9668/155577/69f2fd59F2b589221/0083320320fce92b.jpg,1000594591,小身材疾速传输;原厂颗粒好售后;广泛兼容;稳定性能,100070894058,20万+,100070894058
固态硬盘 1TB 自营,奥睿科（ORICO）1TB SSD固态硬盘 M.2接口 NVME PCIE3.0 TurboS3,1049.00,奥睿科（ORICO)京东自营旗舰店,S3 高速PCIe3.0*4,500+,jfs/t1/400170/17/1386/263026/699ff5d0Fcef2c965/065c32032063e304.png,1000000268,1TB;超80万人关注店铺;800+人加购;PCLE3.0,100242483933,1000+,100242483933
固态硬盘 1TB 自营,光威（Gloway）1TB SSD固态硬盘 M.2接口(NVMe协议) PCIe 4.0x4  7450MB/s 长江存储TLC颗粒 弈系列 ,1029.00,光威京东自营旗舰店,弈系列 PCIe 4.0,10万+,jfs/t1/407266/40/9443/116767/69c389d2F9cc9f1a2/0083320320b4ccaf.jpg,1000077382,稳定性能;优质颗粒;长江存储TLC;PCIe4.0,100045209630,10万+,100045209630
固态硬盘 1TB 自营,长城（Great Wall）1TB SSD固态硬盘 M.2接口(NVMe协议) PCIe4.0x4 读速高达7100MB/s GW7000系列,999.00,长城（Great Wall）存储京东自营旗舰店,【GW7000】PCIe 4.0 热销款,10万+,jfs/t1/423813/15/17365/118434/69f01e47Fb960930a/0083320320eb7e0c.jpg,1000468648,热量控制;创新设计;卓越性能;高速读写,100059649310,20万+,100059649310
固态硬盘 1TB 自营,梵想（FANXIANG）1TB SSD固态硬盘 M.2接口NVMe协议PCIe4.0x4 PS5台式机笔记本电脑扩展硬盘 PC存储配件 S790E,999.00,梵想存储京东自营旗舰店,S790E PCIe4.0 高性价款,50万+,jfs/t1/425309/40/4708/98876/69eae85aF0a052a68/00833203202a8c7e.jpg,1000103149,高品质颗粒;卓越稳定性;高效低耗;智能缓存,100113887372,90万+,100113887372
固态硬盘 1TB 自营,TANLR 探路人1TB SSD固态硬盘 M.2 SATA协议2280NGFF 台式笔记本通用固态硬盘 读速高达560MB/s 镭凌TS600,899.00,TANLR 探路人京东自营旗舰店,【请咨询再拍】SATA协议TS600 ,1000+,jfs/t1/384274/26/6361/98812/69597887Fa6de4980/065c3203205d4cff.jpg,1000604488,SATA协议;镭凌TS600;100+店铺粉丝浏览,100217375260,2000+,100217375260
固态硬盘 1TB 自营,TANLR 探路人1TB SSD固态硬盘 M.2接口NVMe协议 PCIe 4.0 PS5游戏电脑AI扩容硬盘台式机一体机笔记本通用 TN720,978.00,TANLR 探路人京东自营旗舰店,【TN720】PCIe 4.0 极速性能款,2000+,jfs/t1/429462/39/1848/95355/69f2bbb4F6b26adac/0083320320d6dc41.jpg,1000604488,PCIe 4.0;电脑扩容;PS5兼容;NVMe协议,100226972122,3000+,100226972122
