搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
AMD X870 主板 自营,ROG STRIX X870E-E GAMING WIFI主板 支持 CPU 9900X3D/9950X3D/9800X3D (AMD X870E/socket AM5),3389.00,华硕京东自营旗舰店,【潮流电竞】X870E-E,1万+,jfs/t1/109669/39/51302/152827/6709d073Fd69cb470/d5b9fb001b9c1c52.png,1000000225,强大电源管理;超强兼容;混合双模超频;高效散热,100144172398,1万+,100144172398
AMD X870 主板 自营,华硕X870 AYW GAMING WIFI W 哎呦喂主板 支持 CPU 9900X3D/9950X3D/9800X3D (AMD X870/socket AM5) ,1789.00,华硕京东自营旗舰店,【哎呦喂】X870,5000+,jfs/t1/278298/31/5227/137113/67d8df2aF94224d19/e15ed8803884ecb8.jpg,1000000225,ATX标准;SSD接口;AM5插槽;PCIe 5.0;RGB灯效;Wi-Fi连接,100154679587,8000+,100154679587
AMD X870 主板 自营,技嘉（GIGABYTE）电竞冰雕X870E AORUS PRO X3D ICE主板DDR5支持AMD CPU AM5 9700X 9950X 9900X 9600X,3499.00,技嘉京东自营旗舰店,X870,2000+,jfs/t1/425833/14/14668/170547/69f32706F5eec42d0/008332032019b6fe.jpg,1000000297,10万+人浏览;电竞冰雕;超100万人关注店铺,100278855368,8000+,100278855368
AMD X870 主板 自营,华硕TUF GAMING X870-PLUS WIF主板+AMD 锐龙7  9850X3D CPU  主板+CPU套装,5798.00,华硕京东自营旗舰店,TUF X870-PLUS WIFI+9850X3D,62,jfs/t1/390385/19/3157/130255/696f4906F1c268866/00833203200f9786.jpg,1000000225,强劲性能;WiFi集成,100318522394,,100318522394
AMD X870 主板 自营,华硕TUF GAMING X870-PRO WIFI7 W NEO主板  CPU 9850X3D/9800X3D/9950X3D(AMD X870/socket AM5),2539.00,华硕京东自营旗舰店,【特工PRO】X870,5000+,jfs/t1/393347/35/10736/90665/69872418F89a74ac0/00833203203cc3e3.png,1000000225,AM5接口;PCIe 5.0;RGB灯效;X870芯片;ATX标准,100238768727,8000+,100238768727
AMD X870 主板 自营,七彩虹（Colorful） 主板CPU套装CVN X870E ARK FROZEN V14+AMD 锐龙 9 9950X3D主板+CPU套装,6798.00,七彩虹京东自营旗舰店,七彩虹X870E ARK WIFI+9950X3D,1万+,jfs/t1/359903/34/3354/147155/6915b544F00b3b233/d0dcb1cce997d0c3.jpg,1000000267,四年质保;ATX标准;优惠套装;标准ATX板;标准ATX;AMD锐龙芯;主板换新,100288829800,2万+,100288829800
AMD X870 主板 自营,技嘉（GIGABYTE）冰雕X870 AORUS ELITE WIFI7 ICE主板DDR5支持AMD CPU AM5 9700X 9950X 9900X 9600X,2099.00,技嘉京东自营旗舰店,X870,2000+,jfs/t1/107667/17/52276/181845/66f131d5F39a989d4/eb25ab5c0d7306fa.jpg,1000000297,AI超频法宝;1万+人加购;WIFI7;15万+人浏览,100119905959,8000+,100119905959
AMD X870 主板 自营,微星（MSI）主板CPU套装MPG X870E EDGE TI WIFI+AMD 9950X3D2 板U套装,9198.00,,,0,jfs/t1/415834/19/21778/128190/69df0997Fd34c6290/008332032005dd7d.png,0,,100257984009,,100257984009
AMD X870 主板 自营,华硕PRIME X870-P主板 支持 CPU 9900X3D/9950X3D/9800X3D (AMDX870/socket AM5),1889.00,华硕京东自营旗舰店,【人气大板 】X870P,5000+,jfs/t1/245503/38/19579/152876/66fa7f51Fcec60058/a526d49d1185e7e7.jpg,1000000225,三档性能调节;显卡易拆键;2.5G网卡;NVMe协议;强劲性能;高速M.2;高兼容性;丰富接口;高速内存;高效供电,100144172394,8000+,100144172394
AMD X870 主板 自营,主板CPU套装电竞雕X870E AORUS PRO X3D+AMD锐龙7 9800X3D处理器,6370.00,,技嘉X870E X3D电竞雕+9800X3D,2万+,jfs/t1/392258/4/6837/154550/6979bdb4Fd7b11eff/008332032089be6f.jpg,0,高性能处理;稳定运行;技嘉品质;ATX标准型;标准ATX,100304397642,6万+,100304397642
AMD X870 主板 自营,技嘉（GIGABYTE）冰雕X870E AORUS PRO ICE主板DDR5支持AMD CPU AM5 9700X 9950X 9900X 9600X,2399.00,技嘉京东自营旗舰店,X870,2000+,jfs/t1/413176/32/10055/146059/69cf9bb5F1e67d2e5/0083320320611edd.jpg,1000000297,店铺被10万人种草;35万+人浏览;5万+人加购,100144172372,8000+,100144172372
AMD X870 主板 自营,AMD锐龙9700X+微星X870 GAMING PLUS WIFI主板 CPU板U套装,3799.00,AMD电脑京东自营旗舰店,R7 9700X+微星X870 GAMING PLUS,500+,jfs/t1/384682/19/15489/125517/6968906eF30bb7da3/00833203204d7dd5.jpg,1000481867,性价比高;WIFI支持;性能强劲;微星品质;标准ATX;WiFi集成;ATX标准;新品上市,100195586983,1000+,100195586983
AMD X870 主板 自营,ROG STRIX X870-H GAMING WIFI7 S主板+AMD 锐龙9 9900X CPU  主板+CPU套装,5299.00,华硕京东自营旗舰店,ROG X870-H WIFI7 S+9900X,99,jfs/t1/403612/15/13106/172205/69b8fc22Fea8e3fd7/00833203206d00db.jpg,1000000225,,100248168759,100+,100248168759
AMD X870 主板 自营,ROG CROSSHAIR X870E HERO主板 支持 CPU 9900X3D/9950X3D/9800X3D (AMD X870E/socket AM5),4689.00,华硕京东自营旗舰店,【信仰英雄】X870E HERO,1万+,jfs/t1/242757/7/18716/110527/66fa4e36Fb38d833b/e832f72d26230863.jpg,1000000225,AM5接口;高性能支持;AI智能优化;混合双模超频,100119905987,1万+,100119905987
AMD X870 主板 自营,技嘉（GIGABYTE）小雕X870M AORUS ELITE WIFI7主板DDR5支持AMD CPU AM5 9700X 9950X 9900X 9600X,1699.00,技嘉京东自营旗舰店,X870,2000+,jfs/t1/287317/20/21913/156324/6874d157F539e68f3/d262dd770325fa5c.jpg,1000000297,7千+店铺粉丝浏览;100+人已买;200+人收藏,100191688005,8000+,100191688005
AMD X870 主板 自营,华硕TUF GAMING X870-PLUS WIFI主板+AMD 锐龙7 9700X CPU  主板+CPU套装,3928.00,华硕京东自营旗舰店,TUF  X870 WIFI+9700X,5000+,jfs/t1/163869/11/33673/142757/671891d6F4790d600/5ece88ef0c7d18b1.jpg,1000000225,丰富接口;超高性价比;无线网络;稳定游戏体验;游戏利器;高性能处理;创新科技加持;高品质主板;强大处理器;专业电竞设计,100148488138,1万+,100148488138
AMD X870 主板 自营,华硕ROG STRIX X870E-H GAMING WIFI7主板+AMD 锐龙7 9800X3D CPU  主板+CPU套装,5949.00,华硕京东自营旗舰店,ROG X870E-H WIFI7+9800X3D,2000+,jfs/t1/403687/20/14197/136723/69b8f3a9F01ddb4ca/0083320320a37802.jpg,1000000225,AMD平台;华硕品质;游戏专用;ATX标准;WIFI7,100331153950,5000+,100331153950
AMD X870 主板 自营,ROG CROSSHAIR X870E HERO主板+AMD 锐龙7 9800X3D CPU  主板+CPU套装,7849.00,华硕京东自营旗舰店,ROG X870E HERO+9800X3D,1000+,jfs/t1/163561/3/50695/149494/67236f58Fcb4e20fb/a1225593cf6444bc.jpg,1000000225,兼容性强;5个M.2接口;混合双模超频;主板一年换新,100124537369,2000+,100124537369
AMD X870 主板 自营,技嘉（GIGABYTE）猎鹰X870E EAGLE X3D WIFI7主板DDR5支持AMD CPU AM5 9700X 9950X 9900X 9800X3D,2299.00,技嘉京东自营旗舰店,X870,2000+,jfs/t1/410605/5/19241/145136/69cf9bb5Ff6901dd7/008332032077c112.jpg,1000000297,超100万人关注店铺;3千+人加购,100232078665,8000+,100232078665
AMD X870 主板 自营,ROG STRIX X870E-E GAMING WIFI主板+AMD 锐龙9 9950X3D CPU  主板+CPU套装,7998.00,华硕京东自营旗舰店,ROG X870E-E WIFI+9950X3D,1万+,jfs/t1/250150/38/38015/147609/67c80112F06aeda3b/04ce6043fcab413b.jpg,1000000225,WIFI支持;游戏利器;游戏专属;AI智能优化,100153928087,2万+,100153928087
AMD B850 主板 自营,华硕TUF GAMING B850M-PLUS WIFI7 重炮手主板 CPU 7800X3D/9800X3D/9600X(AMD B850/socket AM5) ,1389.00,华硕京东自营旗舰店,【重炮手WIFI7】B850M,2万+,jfs/t1/346756/39/2480/128679/68c37c4bFe997b234/a7329df06c649f20.jpg,1000000225,5万+店铺粉丝浏览;65万+人浏览;重炮手,100274536500,8万+,100274536500
AMD B850 主板 自营,华硕B850M AYW GAMING WIFI 哎呦喂主板 CPU 9700X/9800X3D/9600X(AMD B850/socket AM5) ,969.00,华硕京东自营旗舰店,【哎呦喂】B850M,2万+,jfs/t1/283383/16/16487/142858/67f73367Fa90d74da/d7ff5a362909e28e.jpg,1000000225,M.2便捷卡扣;2个M.2接口;支持WIFI6;RGB灯效,100206282268,8万+,100206282268
AMD B850 主板 自营,七彩虹（Colorful） 主板CPU套装BATTLE-AX B850M-PLUS S WIFI7 V14+AMD 锐龙 5 9600X主板+CPU套装,2169.00,七彩虹京东自营旗舰店,七彩虹B850M 超级黑刃+9600X,2万+,jfs/t1/332951/2/18774/161075/68db4207Fd683422a/8c9e06df33d3e783.jpg,1000000267,正品盒装带票;主板3年质保;买套装更优惠;三年质保,100284567344,5万+,100284567344
AMD B850 主板 自营,七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-A MEOW WIFI橘影橙+AMD 锐龙5 7500FCPU 主板+CPU套装,1498.00,七彩虹京东自营旗舰店,R5 7500F,200+,jfs/t1/373849/37/1867/192911/69313e1eF8ba6a958/812c3ece69b3b1cf.jpg,1000000267,炫彩设计;AMD锐龙,100189567499,200+,100189567499
AMD B850 主板 自营,七彩虹（Colorful）BATTLE-AX B850M-PLUS S WIFI7 V14 超级黑刃 主板支持CPU 7800X3D/9850X3D/9700X(AMD B850/ AM5),899.00,七彩虹京东自营旗舰店,【B850M-PLUS S WIFI 】超级黑刃,1万+,jfs/t1/419995/25/5704/186358/69e042f6F873a1726/008332032097235c.jpg,1000000267,5万+人加购;近7日热销商品;近30日热销商品,100211097259,3万+,100211097259
AMD B850 主板 自营,七彩虹（Colorful） 主板CPU套装BATTLE-AX B850M-PLUS S WIFI7 V14+AMD 锐龙 7 9700X主板+CPU套装,2549.00,七彩虹京东自营旗舰店,七彩虹B850M超级黑刃WIFI+9700X,5万+,jfs/t1/288493/13/26768/161316/68db4206F8ee55e24/f1763015cda01e06.jpg,1000000267,AMD主板;锐龙7处理;买套装更优惠;主板3年质保,100213521697,9万+,100213521697
AMD B850 主板 自营,ROG STRIX B850-G GAMING WIFI S小吹雪主板+AMD 锐龙5 9600X CPU  主板+CPU套装,2798.00,华硕京东自营旗舰店,ROG B850吹雪小板+9600X,200+,jfs/t1/301551/6/5324/140900/68206266Feed5fe7c/de914452aaaf4be7.jpg,1000000225,丰富接口;强劲性能;支持WIFI7;4个M.2接口,100216702098,500+,100216702098
AMD B850 主板 自营,AMD锐龙R5 9600X+华硕 TUF GAMING B850M-E WIFI DDR5主板+CPU板U套装,2599.00,AMD电脑京东自营旗舰店,9600X+华硕 TUF GAMING B850M-E,500+,jfs/t1/409311/28/4437/118392/69c37658Fba2345c7/00833203205eb782.jpg,1000481867,游戏利器;WiFi集成;强劲性能;DDR5内存,100314799988,1000+,100314799988
AMD B850 主板 自营,七彩虹（Colorful）BATTLE-AX B850M-PLUS WIFI V14 黑刃主板 支持CPU 7800X3D/9800X3D/9600X(AMD B850/socket AM5),849.00,七彩虹京东自营旗舰店,【B850M-PLUS WIFI D5】黑刃,1万+,jfs/t1/298313/9/3615/169786/6834a3a1F07fa98a9/ed75aa0ac6c8b687.png,1000000267,超70万人关注店铺;6千+店铺粉丝浏览,100168654605,3万+,100168654605
AMD B850 主板 自营,华硕TX GAMING B850M WIFI W主板+AMD 锐龙7  9700X CPU  主板+CPU套装,2978.00,华硕京东自营旗舰店,华硕B850M天选WIFI+9700X,5万+,jfs/t1/340195/15/1815/135490/68ad7ba1F1a6a65ad/0246b8f5c82e310e.jpg,1000000225,精选套装;主板1年换新;白色主板;无线网络支持;高效能处理器;高品质制造,100270211380,9万+,100270211380
AMD B850 主板 自营,华硕PRIME B850M-K主板 CPU 9700X/9800X3D/9600X(AMD B850/socket AM5) ,939.00,华硕京东自营旗舰店,【大师小板】B850MK,2万+,jfs/t1/278633/20/23700/129925/6805e1d9Fe276852f/a930abeca9a2ee00.jpg,1000000225,NVMe协议;高速传输;PCIe 5.0;紧凑设计;兼容性强;Ryzen支持;丰富接口;M.2接口;高性能支持;SSD固态,100167205567,8万+,100167205567
AMD B850 主板 自营,七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-A MEOW WIFI橘影橙+AMD 锐龙 7 9700XCPU 主板+CPU套装,2378.00,七彩虹京东自营旗舰店,R7 9700X,200+,jfs/t1/341296/18/9748/196940/69313e1bFd6bd30be/7e319541dae65c05.jpg,1000000267,炫彩设计;强劲处理,100248670250,200+,100248670250
AMD B850 主板 自营,七彩虹（Colorful）COLORFIRE B850M-MEOW WIFI7 V14 橘猫主板 支持CPU 7800X3D/9850X3D/9700X(AMD B850/socket AM5),949.00,七彩虹京东自营旗舰店,【MEOW B850M WIFI D5】 橘猫,1万+,jfs/t1/416495/36/6621/174625/69d762a4F212fe7f7/0083320320a38768.jpg,1000000267,6千+店铺粉丝浏览;超70万人关注店铺,100212863607,3万+,100212863607
AMD B850 主板 自营,华硕TUF GAMING B850M-PLUS II重炮手主板+AMD 锐龙7  9700X CPU  主板+CPU套装,2978.00,华硕京东自营旗舰店,B850M重炮手2代+9700X,5000+,jfs/t1/225570/7/28503/124590/68e9c257Fb690785b/ef3b2bdce29fdd23.jpg,1000000225,三档性能调节;紧凑设计;游戏利器;强劲性能,100278773612,1万+,100278773612
AMD B850 主板 自营,精粤B850M AURORA-B主板DDR5内存AM5锐龙台式电脑主板9700X/9600X/9800X3D/7500F AMD B850/Socket AM5,568.00,精粤京东自营旗舰店,精粤B850M AURORA-B 极光,5000+,jfs/t20280115/384751/23/15814/133601/6968c8e1F9a759ad6/0a0232032000217e.jpg,1000600299,NVMe协议;PCIE5.0;2.5G网卡;智能供电;紧凑型设计;WIFI接口,100230439035,1万+,100230439035
AMD B850 主板 自营,ROG STRIX B850-G GAMING WIFI S 小吹雪主板 CPU 9700X/9800X3D/9600X(AMD B850/socket AM5) ,1589.00,华硕京东自营旗舰店,【小吹雪】B850-G,2万+,jfs/t1/310995/16/11760/130740/6858ac34F636c0dfb/aaf252f6590d0ea1.jpg,1000000225,4个M.2接口;三档性能调节;RGB灯效;紧凑设计,100206282238,4万+,100206282238
AMD B850 主板 自营,七彩虹（Colorful） CVN B850I GAMING FROZEN WIFI V14 登陆舰主板 支持 CPU9700X/8700G/7800X3D (AMD B850/AM5),1299.00,七彩虹京东自营旗舰店,【CVN B850I WIFI D5】登陆舰,1万+,jfs/t1/256611/18/29266/177047/67c7d7cbF5a901125/a20b13d0e3b71685.png,1000000267,400+人收藏;10万+人浏览;超70万人关注店铺,100177236656,3万+,100177236656
AMD B850 主板 自营,华硕ROG STRIX B850-F GAMING NEO主板+AMD 锐龙7 9700X CPU  主板+CPU套装,4228.00,华硕京东自营旗舰店,ROG  B850-F NEO+9700X,5000+,jfs/t1/404979/6/5099/133843/69b8ae41Fdde0fb3a/00833203209007d3.jpg,1000000225,AMD锐龙7;华硕品质;WiFi 7;游戏专属;ATX标准,100248168779,1万+,100248168779
AMD B850 主板 自营,精粤B850M AURORA极光主板DDR5内存AM5锐龙台式电脑主板9700X/9600X/9800X3D/7500F AMD B850/AM5接口,578.00,精粤京东自营旗舰店,精粤B850M AURORA 极光,5000+,jfs/t1/384765/31/14071/140861/69688bdbFbd0f22da/0083320320c2b1a7.png,1000600299,8000+MHz;8+2+1相供电;PCIE5.0;锐龙支持;极光设计;ARGB灯效;DDR5内存,100317812212,1万+,100317812212
AMD B850 主板 自营,铭瑄（MAXSUN）终结者 B850M PRO II WIFI7主板 DDR5 CPU AMD 9800X3D/9700X/9600X/7800X3D(AMD B850/AM5接口),999.00,铭瑄京东自营旗舰店,【终结者】B850M PRO Ⅱ WIFI7,2万+,jfs/t1/389063/34/965/148986/69689538Fe9b79b4c/008332032035f6fd.jpg,1000094211,15相强力供电;显卡快拆;WiFi7;NVMe协议;高速传输;强化供电;AM5接口;满速M.2;M.2固态;强劲性能,100231353969,4万+,100231353969
AMD B850 主板 自营,七彩虹（Colorful）CVN B850 GAMING PRO WIFI V14 暗黑星舰主板 支持CPU 9850X3D/9700X/9600X(AMD B850/socket AM5),1499.00,七彩虹京东自营旗舰店,【CVN B850 PRO WIFI7】暗黑星舰,1万+,jfs/t1/350482/40/23685/102658/690dad51F37d102f4/585d4710be68ea00.jpg,1000000267,1万+人浏览;超40万人店内购买;1千+人加购,100221530709,3万+,100221530709
AMD B850 主板 自营,华硕TX GAMING B850M WIFI W天选主板 CPU 9700X/9800X3D/9600X(AMD B850/socket AM5) ,1289.00,华硕京东自营旗舰店,【天选WIFI】B850M,2万+,jfs/t1/311075/12/25927/137330/689c3613F123e8efa/957fc80e4a31f101.jpg,1000000225,RGB灯效;M.2接口;Wi-Fi 6;NVMe协议,100265788616,8万+,100265788616
AMD B850 主板 自营,华硕TUF GAMING B850M-PLUS WIFI7重炮手主板+AMD 锐龙7  9700X CPU  主板+CPU套装,3049.00,华硕京东自营旗舰店,华硕B850M重炮手WIFI7+9700X,5万+,jfs/t1/337982/14/18540/125055/68e9c26cF69734d00/b3ad5de60305cccf.jpg,1000000225,主板一年换新;强劲性能;3个M.2接口;三档性能调节,100278773630,9万+,100278773630
AMD B850 主板 自营,微星（MSI）MAG B850M MORTAR WIFI7迫击炮主板 5G网口 支持CPU 9950X/9800X3D/9700X/9600X(AMDB850/AM5接口),1299.00,微星京东自营旗舰店,【迫击炮】 B850M 迫击炮WIFI,2万+,jfs/t20280429/429839/26/1014/139461/69f30d27F832336aa/0a02320320165975.jpg,1000000266,AM5平台;RGB灯效;显卡第一槽;3*M.2固态,100154497875,4万+,100154497875
AMD B850 主板 自营,技嘉（GIGABYTE）电竞雕B850M AORUS PRO WIFI7主板DDR5支持AMD CPU AM5 9700X 9950X 9900X 9600X畅玩三角洲行动,1449.00,技嘉京东自营旗舰店,B850,1万+,jfs/t1/428345/21/5945/182704/69f3267dF65d6ef06/00833203200831a2.jpg,1000000297,3万+店铺粉丝浏览;30万+人浏览;6万+人加购,100189098672,3万+,100189098672
AMD B850 主板 自营,AMD锐龙R5 9600X+微星B850M GAMING WIFI6E DDR5主板+CPU板U套装,2349.00,AMD电脑京东自营旗舰店,R5 9600X+微星B850M GAMING,500+,jfs/t1/403820/31/1079/113337/69b3b0a4F60cd9b05/00833203203fcbdb.jpg,1000481867,微星品质;高速传输;AMD锐龙;紧凑设计;DDR5内存;WiFi 6E;高性能处理;DDR5支持;游戏专用,100235902001,1000+,100235902001
AMD B850 主板 自营,七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-A MEOW WIFI橘影橙+AMD 锐龙 5 9600XCPU 主板+CPU套装,1998.00,七彩虹京东自营旗舰店,R5 9600X,200+,jfs/t1/373187/24/1802/197094/69313e1eF8ab7eb71/a143d5d45d5b8e6f.jpg,1000000267,强劲处理,100189567843,200+,100189567843
AMD B850 主板 自营,华硕TUF GAMING B850M-E WIFI主板 CPU 9700X/9800X3D/9600X(AMD B850/socket AM5) ,1189.00,华硕京东自营旗舰店,【电竞小板】B850M-E,2万+,jfs/t1/289149/17/7450/114170/684a2feaF7725186f/932e65075afeecd3.jpg,1000000225,ARGB灯效;NVMe支持;NVMe协议;Wi-Fi连接,100242566046,8万+,100242566046
AMD B850 主板 自营,梅捷永恒 B850ITX WIFI6台式机电脑DDR5主板支持 9800X/7800X3D/7500F (AMD B850/AM5接口）,709.00,梅捷（SOYO）京东自营旗舰店,B850ITX  WiFi6 焱龙 D5,1000+,jfs/t1/355924/22/13723/203995/69203265Fbd441962/e036d2cffc2c48d5.jpg,1000416714,支持个人送保;双通道DDR5;600+人加购,100208419339,1000+,100208419339
AMD B850 主板 自营,AMD锐龙R7 9700X+华硕 TUF GAMING B850M-E WIFI DDR5主板+CPU板U套装,3099.00,AMD电脑京东自营旗舰店,9700X+华硕 TUF GAMING B850M-E,500+,jfs/t1/386656/13/3198/106343/695f4e82Feefedf54/aa6c72dd0bed85ee.jpg,1000481867,游戏专用;WiFi集成;DDR5内存,100314800032,1000+,100314800032
AMD B840 主板 自营,微星（MSI）B840M GAMING WIFI6E主板 支持CPU 9700X/9600X/7500F(AMD B840/AM5接口),849.00,微星京东自营旗舰店,【电竞利器】B840M WIFI6E ,100+,jfs/t20280429/426440/27/11312/126982/69f30b76Fe3851fa9/0a0232032053ca63.jpg,1000000266,纯白PCB设计;2*M.2插槽;Pcle4.0;NVMe协议;固态支持;核心加速;纯白PCB;M.2接口;WIFI6E;AM5平台,100189553881,100+,100189553881
AMD B840 主板 自营,技嘉（GIGABYTE）超耐久B840M D2H主板DDR5支持AMD CPU AM5 7950X3D/7900X3D/7800X3D,699.00,技嘉京东自营旗舰店,B840,24,jfs/t1/268009/35/8805/161097/677bab0fF26ffd8cc/1d5aa900ff1471ed.jpg,1000000297,9相供电;注册四年保修;AI超频法宝;NVMe协议;5+2+2供电;支持AM5;PCIE4.0;M.2接口;AMD芯片;DDR5支持,100168405424,,100168405424
AMD B840 主板 自营,微星（MSI）PRO B840-P WIFI 7电脑主板 支持CPU AMD 9700X/9600X/7500F(AMD B840/AM5接口),978.90,微星京东自营旗舰店,【日常家用】B840-P,63,jfs/t20280429/423666/15/21838/146697/69f30b77Fe01256e7/0a023203204dbfb7.jpg,1000000266,2.5G网口;银白散热组件;NVMe协议;SSD支持;PCIE4.0;SATA总线;M.2接口;智能供电;PCIe 4.0;WIFI7,100177908240,,100177908240
AMD B840 主板 自营,微星（MSI）B840 GAMING PLUS WIFI 7电脑主板 支持CPU AMD 9700X/9600X/7500F(AMD B840/AM5接口),999.00,微星京东自营旗舰店,【电竞PLUS】B840,98,jfs/t20280429/424159/12/18789/164441/69f30b76Fbedeb85b/0a02320320063352.jpg,1000000266,2.5G网口;散热组件;全新BIOS界面;NVMe协议;M.2接口;SATA总线;智能供电;SSD固态;PCIe 4.0;WIFI7,100141406583,100+,100141406583
AMD B840 主板 自营,微星(MSI)主板CPU套装B840 GAMING PLUS WIFI+AMD锐龙 5 9500F 板U套装,2299.00,微星京东自营旗舰店,,0,jfs/t1/327360/3/16572/133558/68ba75c8F0bf79b30/285280b9e8e5635c.jpg,1000000266,无线连接;WiFi集成,100207629905,,100207629905
AMD B840 主板 自营,AMD锐龙R5 8500G搭微星B840 GAMING PLUS WIFI 主板CPU套装 板U套装,1799.00,AMD京东自营旗舰店,R5 8500G,1000+,jfs/t1/413327/34/17148/109641/69d4a028F5f45b3ae/00833203206f8377.jpg,1000000706,可靠耐用;酷炫外观;易于安装;优质兼容;强劲处理;畅快游戏;节能设计;高效散热;高性能;稳定运行,100106933902,1000+,100106933902
