商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
七彩虹（Colorful）七彩虹 主板CPU套装CVN B860I GAMING FROZEN V20 登陆舰+ Intel Ultra 7 265K,2879.00,七彩虹京东自营旗舰店,七彩虹B860I 登陆舰WIFI+265K,1万+,jfs/t1/396771/12/18346/163253/69a933d6Fc412b801/0083320320d69685.jpg,1000000267,超40万人店内购买;100+人收藏;1万+人浏览,100177402462,4万+,100177402462
华硕【主板cpu套装】ROG  B760  小吹雪S主板+英特尔(intel)i7 14700KF CPU 主板+CPU套装,3849.00,华硕京东自营旗舰店,ROG B760小吹雪WIFI+14700KF,5万+,jfs/t1/220216/32/37045/188463/65dc3857F09994dda/5740b0de6b78431a.jpg,1000000225,显卡易拆键;易拆式天线;主板一年换新,100088847051,7万+,100088847051
技嘉小雕X870 AORUS ELITE WIFI7+9800X3D,5099.00,技嘉京东自营旗舰店,9800X3D,200+,jfs/t1/384237/24/15979/145858/6965a72eFb23756a2/96fa99987249d7c0.jpg,1000000297,,100125513663,600+,100125513663
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-MEOW WIFI7 V14+AMD 锐龙 7 9700X主板+CPU套装,2578.00,七彩虹京东自营旗舰店,七彩虹B850M 白橘猫 WIFI+9700X,5万+,jfs/t1/341599/38/8869/155851/68db7246F9262ba27/85f188a2602a1c77.jpg,1000000267,主板1年换新;2万+人浏览;1千+店铺粉丝浏览,100285838888,9万+,100285838888
华硕TX GAMING B650EM WIFI W天选主板+AMD 锐龙5 9500F CPU  主板+CPU套装,2298.00,华硕京东自营旗舰店,华硕B650EM天选WIFI+9500F,1000+,jfs/t1/333053/16/8906/127318/68b8ea9cFf6682407/80ce78df3fff3803.jpg,1000000225,,100275594298,1000+,100275594298
华硕【主板cpu套装】华硕B760M WIFI II 重炮手2代主板+英特尔(intel)i7 14700KF CPU 主板+CPU套装,3699.00,华硕京东自营旗舰店,华硕B760M重炮手WIFI II+14700KF,5万+,jfs/t1/233546/18/12666/150826/65af7fddF6eb56000/9c8e1df05f47295e.jpg,1000000225,显卡易拆键;WIFI6E;主板一年换新,100083969791,7万+,100083969791
技嘉（GIGABYTE）主板CPU套装小雕B850M AORUS ELITE WIFI6E+AMD锐龙7 9800X3D,4449.00,技嘉京东自营旗舰店,9800X3D,200+,jfs/t1/386855/24/6476/138966/6965ed58Fd3b4833c/15ad3e4e9ab6eb3f.jpg,1000000297,,100172299969,600+,100172299969
七彩虹（Colorful）COLORFIRE 主板CPU套装 B650M-MEOW WIFI 橘影橙+AMD 锐龙5 7500F  CPU 主板+CPU套装,1598.00,七彩虹京东自营旗舰店,七彩虹B650M-MEOW橘猫WF+7500F,2万+,jfs/t1/348819/15/19013/190493/6901d2fdF29f76d09/b5013c5e08fa80f5.jpg,1000000267,超70万人关注店铺;100+人收藏,100118855695,6万+,100118855695
精粤(JGINYUE) 精粤 主板CPU套装B650M PRO V2+AMD R5 8600G 主板CPU套装,1758.00,精粤京东自营旗舰店,,0,jfs/t1/367098/12/3559/118131/692174a7F7e4574f3/dd44e70621a551b7.png,1000600299,,100225382661,,100225382661
AMD锐龙R9 9900X搭华硕TUF GAMING B850M-PLUS重炮手 主板CPU套装 板U套装,3949.00,AMD京东自营旗舰店,R9 9900X,2000+,jfs/t1/252761/19/26164/77424/67c93819F11b6c0b3/098639acc14540fc.jpg,1000000706,,100196238540,3000+,100196238540
微星(MSI)主板CPU套装PRO B760M-A DDR4 II+Intel i7-14700KF 板U套装,3269.00,微星京东自营旗舰店,14700KF,2000+,jfs/t1/297645/30/15147/121076/684ba089Ff253eff1/f24e8477fa17425c.jpg,1000000266,微星板U套装;主板三年质保;套装购买更优惠,100213752562,4000+,100213752562
七彩虹（Colorful）七彩虹主板CPU套装iGame B860M ULTRA V20+  Intel Ultra 7 265KF 主板CPU套装,2899.00,七彩虹京东自营旗舰店,,41,jfs/t1/348695/9/18978/149782/6901b303Fe538132f/9926aa591f2428ae.jpg,1000000267,1万+人浏览;超40万人店内购买;1千+人加购,100177402464,,100177402464
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-MEOW WIFI7 V14+AMD锐龙7 9800X3D主板+CPU套装,3999.00,七彩虹京东自营旗舰店,R7 9800X3D,200+,jfs/t1/341601/24/26881/140719/6915b4d1F57f39681/3e28cd728a309945.jpg,1000000267,,100285838848,200+,100285838848
七彩虹（Colorful）七彩虹 主板CPU套装 iGame Z790D5 ULTRA V20+英特尔(Intel) i7-14700KF CPU,3749.00,七彩虹京东自营旗舰店,七彩虹Z790 ULTRA WIFI+14700KF,5万+,jfs/t1/406287/19/6546/156870/69bd00afF58859a15/008332032041773b.jpg,1000000267,波普风散热装甲;支持DDR5,100081217245,7万+,100081217245
华硕TUF GAMING B850M-E WIFI主板+AMD 锐龙5  9600X CPU  主板+CPU套装,2498.00,华硕京东自营旗舰店,TUF B850M-E +9600X,2000+,jfs/t1/301636/7/23032/90221/68760231Fd5b39d9b/497dd1663b90688e.png,1000000225,,100251350670,4000+,100251350670
七彩虹（Colorful）七彩虹 主板CPU套装 CVN B550M GAMING FROZEN V15冰霜战列舰+AMD R5 5600GT CPU CPU套装,1618.00,七彩虹京东自营旗舰店,【冰霜战列舰 D4】B550M,200+,jfs/t1/407454/17/15088/155881/69cf33d5F3219f139/0083320320188dca.jpg,1000000267,8千+人浏览;800+人加购;超70万人关注店铺,100093818152,700+,100093818152
精粤(JGINYUE) 精粤 主板CPU套装H810M-D+英特尔酷睿Ultra5 230F 主板CPU套装,5428.00,精粤京东自营旗舰店,Ultra5 230F,500+,jfs/t1/295043/30/18612/120108/69216daaF2170224f/797c7e1885da4df3.png,1000600299,紧凑设计;LGA1851;ARGB灯效;酷睿Ultra5;智能供电,100300735450,800+,100300735450
微星(MSI)主板CPU套装PRO B860M-B WIFI+英特尔 Ultra 7 265KF 板U套装,2649.00,微星京东自营旗舰店,,25,jfs/t1/340240/14/14526/168999/68d518b5F7feeadfd/0e966ce65fd0b2f1.jpg,1000000266,三年质保;官方自营;265KF套装;紧凑设计;WiFi集成;WIFI集成;优惠套装;WiFi内置;英特尔芯;英特尔处理,100271470836,,100271470836
七彩虹（Colorful） 主板CPU套装BATTLE-AX H810M-A WIFI V20+Intel Ultra 5 225F主板+CPU套装,1399.00,七彩虹京东自营旗舰店,【战斧M-A WIFI】H810M,15,jfs/t1/345185/11/7154/161019/68d4df44Fc1664687/657cb3c8b1783cec.jpg,1000000267,200+人加购;100+店铺粉丝浏览;1千+人浏览,100213500809,,100213500809
精粤(JGINYUE) 精粤 主板CPU套装B760M HD/W+INTEL 酷睿i5 12490F 主板CPU套装,1438.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/302781/17/6936/122605/68269a07F6dce027f/0e67e5ba079b9404.png,1000600299,高性能主板;酷睿加持,100224695258,800+,100224695258
精粤(JGINYUE) 精粤 主板CPU套装B760I Snow Dream+INTEL 酷睿i5 14600K 主板CPU套装,2319.00,精粤京东自营旗舰店,i5 14600K,500+,jfs/t1/334110/40/1406/128990/68a5ad95F9c932148/450880643a57c585.png,1000600299,,100204057367,800+,100204057367
七彩虹 主板CPU套装BATTLE-AX B760M-PLUS WIFI V20+英特尔(Intel) i5-14400F CPU,1859.00,七彩虹京东自营旗舰店,七彩虹B760M黑刃 WF D4+14400F,2000+,jfs/t1/309558/29/15985/144185/686f97daFc20f9950/0468aee33a686d18.png,1000000267,400+店铺粉丝浏览;7千+人浏览;英特尔,100253726412,5000+,100253726412
七彩虹（Colorful）主板CPU套装CVN Z790D5 ARK FROZEN V20 方舟+英特尔(Intel) i7-14700KF处理器 CPU 主板+CPU套装,3249.00,七彩虹京东自营旗舰店,七彩虹Z790方舟D5 WIFI+14700KF,5万+,jfs/t1/357630/1/91/181459/6901b297Fb82e3de6/aebcfc1af8ca80cd.jpg,1000000267,,100130888130,7万+,100130888130
ROG Z890吹雪主板+intel 270K PLUS CPU+金士顿FURY 48GB(24G×2) DDR5 8000 内存 C38 套装,15577.00,,Z890吹雪+270K+金士顿48G 8000,0,jfs/t1/407697/23/15958/177758/69c49827F69e127f2/00833203203b6d1d.jpg,0,高效能芯;高速内存;WiFi加持;游戏利器;内存大容,100251290815,,100251290815
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/W+INTEL 酷睿i5 12490F 主板CPU套装,1688.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/313906/27/258/131694/68221c8bF652e4ed8/efcef663cbc575cb.png,1000600299,LGA1700;WIFI集成;B760主板;酷睿加持,100173574937,800+,100173574937
七彩虹（Colorful） 主板CPU套装CVN Z890M GAMING FROZEN V20 战列舰+ Intel Ultra 7-265KF ,2799.00,七彩虹京东自营旗舰店,七彩虹Z890M 战列舰WIFI+265KF,2000+,jfs/t1/401271/18/13523/178390/69b0e360F2db2aae6/0083320320b7b090.jpg,1000000267,1千+店铺粉丝浏览;100+人收藏;3千+人加购,100122124749,5000+,100122124749
精粤(JGINYUE) 精粤 主板CPU套装B760I GAMING+INTEL 酷睿i5 14600K 主板CPU套装,2189.00,精粤京东自营旗舰店,i5 14600K,500+,jfs/t1/333772/13/1398/111885/68a5ab45F24905f93/92b63b8421bf249a.png,1000600299,,100204057351,800+,100204057351
AMD 锐龙R9 9950X搭华硕ROG STRIX B850-G GAMING WIFI S 主板CPU套装 板U套装,5099.00,AMD京东自营旗舰店,R9 9950X,2000+,jfs/t1/350163/23/18527/132402/69007c2dF1d80f825/84866ea5a8bfa73d.jpg,1000000706,超频潜力;无线连接;丰富接口;网络快速;低功耗设计;稳定性能;高质量构建;游戏优化;散热良好;兼容广泛,100134486316,3000+,100134486316
微星(MSI)主板CPU套装B650M APE WIFI+AMD锐龙9 9900X 板U套装,3499.00,微星京东自营旗舰店,9900X ,2000+,jfs/t1/332694/5/15133/118626/68cd26b3F10250726/061c41aa7b43d70f.jpg,1000000266,套装购买更优惠;微星板U套装;主板三年质保 ;强劲性能;高品质制造,100197646211,4000+,100197646211
七彩虹（Colorful）七彩虹 主板CPU套装 BATTLE-AX B760M-WHITE WIFI D4+英特尔 i5-12600KF CPU,1999.00,七彩虹京东自营旗舰店,七彩虹B760M冷钢D4 WIFI+12600KF,10万+,jfs/t1/240671/39/5079/108416/65eca2b2Fe4ef66af/fb777b436fccc231.jpg,1000000267,300+人收藏;超70万人关注店铺;支持WIFI6,100081215779,10万+,100081215779
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-MEOW WIFI7 V14+AMD 锐龙 9 9900X主板+CPU套装,3449.00,七彩虹京东自营旗舰店,R9 9900X,200+,jfs/t1/298442/33/14510/156975/68db7246F137d7a12/b932c488d4486b9d.jpg,1000000267,,100214371013,200+,100214371013
七彩虹（Colorful）主板CPU套装CVN B760I FROZEN WIFI D5 V20+英特尔(Intel) i5-14400F CPU,2009.00,七彩虹京东自营旗舰店,【冰霜登陆舰WIFI D5】B760I,500+,jfs/t1/398723/7/9846/172239/69a7e23aF86f27a6b/0083320320b4ea8b.jpg,1000000267,,100253726408,1000+,100253726408
七彩虹（Colorful） 主板CPU套装BATTLE-AX B850M-PLUS S WIFI7 V14+AMD锐龙7 7800X3D主板+CPU套装,3309.00,七彩虹京东自营旗舰店,七彩虹B850M超级黑刃WF+7800X3D,2万+,jfs/t1/343631/6/25699/141224/6915b59bFe29d5037/543e5197f061c7a0.jpg,1000000267,,100218843891,5万+,100218843891
七彩虹（Colorful）七彩虹主板CPU套装CVN B860I GAMING FROZEN V20 登陆舰+ Intel Ultra 7 265KF,2749.00,七彩虹京东自营旗舰店,七彩虹B860I登陆舰 WIFI+265KF,2000+,jfs/t1/351220/10/18981/158731/69009046F42a9874c/4abeae39084a4328.jpg,1000000267,800+人加购;900+店铺粉丝浏览;1万+人浏览,100177402468,5000+,100177402468
技嘉魔鹰XWIFI7 X870 GAMING X WIFI7+9800X3D,4768.00,技嘉京东自营旗舰店,9800X3D,200+,jfs/t1/385385/23/10056/154874/6965a72cF484a3392/64353357f01fa238.jpg,1000000297,标准ATX板;游戏专用;超频支持;强劲性能;未来升级;超低延迟;优质散热;技嘉品质;高效稳定;锐龙7芯,100125513661,600+,100125513661
微星(MSI)主板CPU套装B650M APE WIFI+AMD锐龙7 9700X 板U套装,2628.00,微星京东自营旗舰店,9700X,2000+,jfs/t1/320636/22/11590/82613/685a1819F5395735e/46be999bd0bdd59a.jpg,1000000266,微星板U套装;主板三年质保 ;套装购买更优惠,100185268003,4000+,100185268003
七彩虹（Colorful）七彩虹 主板CPU套装BATTLE-AX B760M-PLUS S WIFI7 V20 D4 超级黑刃+ i5-14490F CPU,1949.00,七彩虹京东自营旗舰店,,0,jfs/t1/421127/20/15656/146638/69e82346F307de524/008332032093958e.jpg,1000000267,,100348975524,,100348975524
七彩虹（Colorful） 主板CPU套装CVN B850M ARK FROZEN V14+AMD 锐龙5 7500F主板+CPU套装,1948.00,七彩虹京东自营旗舰店,R5 7500F,200+,jfs/t1/347754/34/19025/144727/6901d298Fb1132df4/9fb1390aabccac00.jpg,1000000267,超70万人关注店铺;超40万人店内购买,100218843927,700+,100218843927
华硕B860重炮手主板+intel 270K PLUS CPU+金士顿FURY 16GB DDR5 6400 内存 CL32 套装,8337.00,,B860重炮手+270K+金士顿16G 6400,0,jfs/t1/406906/13/20099/148344/69c498a7F5badc462/00833203209cece4.jpg,0,紧凑设计;WiFi集成;内存升级,100251290813,,100251290813
七彩虹（Colorful）COLORFIRE 主板CPU套装 B760M-MEOW WIFI D5橘影橙+英特尔(Intel) i5-14600K CPU 主板+CPU套装,2519.00,七彩虹京东自营旗舰店,i5-14600K,500+,jfs/t1/397417/31/14867/195399/69a7daf7Fea4fac75/00833203208ce71e.jpg,1000000267,支持个人送保;定制萌宠外观,100086881346,1000+,100086881346
华硕【主板cpu套装】华硕B760M II 重炮手2代主板+英特尔(intel)i7 14700KF CPU 主板+CPU套装,3649.00,华硕京东自营旗舰店,B760M重炮手+14700KF,500+,jfs/t1/149598/35/29739/151295/65ae06bdFa187058c/48288a2044808b79.jpg,1000000225,显卡易拆键;M.2便捷卡扣;主板一年换新,100083970141,1000+,100083970141
AMD锐龙R7 7800X3D搭微星B850M GAMING PLUS WIFI 主板CPU套装,3499.00,AMD京东自营旗舰店,R7 7800X3D,1万+,jfs/t1/315870/36/1720/99600/682841dcF2035018e/69c29e315420a4b4.jpg,1000000706,12核24线程;AM5接口;稳定输出;细致设计;WiFi集成;高速传输;强劲接口;高效散热;游戏加速;多接口支持,100040168099,1万+,100040168099
主板CPU套装 雕妹B760M AORUS ELITE AX-P+i7-14700KF 板U套装,3550.00,技嘉京东自营旗舰店,技嘉B760M雕妹WIFI+14700KF,5万+,jfs/t1/2481/5/23140/174038/66c31902F4cf040fa/2f48dac38c463345.jpg,1000000297,,100109248906,7万+,100109248906
技嘉（GIGABYTE）主板CPU套装板U套装 B650M AORUS PRO AX+AMD 7000系列 锐龙7 7800X3D,3659.00,技嘉京东自营旗舰店,技嘉B650M电竞雕WIFI+7800X3D,2万+,jfs/t1/388749/32/1304/142786/69673f59Ffcce5ca3/00833203207cb023.jpg,1000000297,内存8000+;15相供电;2.5千兆网卡,100081236489,5万+,100081236489
七彩虹（Colorful）主板CPU套装 CVN B760I FROZEN WIFI D5+英特尔(Intel) i5-12490F CPU 主板+CPU套装,1899.00,七彩虹京东自营旗舰店,【冰霜登陆舰WIFI D5】B760I,500+,jfs/t1/397228/40/15581/174236/69a7e234F75389d58/0083320320016bf0.jpg,1000000267,大面积散热装甲;双M.2插槽;1千+人加购,100086150388,1000+,100086150388
铭瑄MS-iCraft B760M CROSS电脑主板+英特尔i7-14700KF 酷睿14代 处理器主板CPU套装,3619.00,铭瑄京东自营旗舰店,MS-iCraft B760M CROSS,62,jfs/t1/177183/25/47012/123259/66da7d88F11a1ef62/7a44407355b4ea0e.jpg,1000094211,超频潜力;紧凑设计;极致体验;强劲性能;精致做工;技术支持;游戏利器;最新架构;多任务处理;稳定性高,100141712700,100+,100141712700
铭瑄终结者 Z890-A WiFi+英特尔270K PLUS处理器+金士顿FURY 16GB DDR5 6400 CL32内存板U套装,8338.00,,,0,jfs/t1/409674/20/760/134767/69c25467Fe74a7a91/00833203206983e6.jpg,0,,100251561851,,100251561851
技嘉电竞雕B650M AORUS PRO AX主板+9800X3D处理器板U套装,4349.00,技嘉京东自营旗舰店,9800X3D,200+,jfs/t1/385896/40/9678/140852/69673938F4508590c/0083320320a58525.jpg,1000000297,,100152577992,600+,100152577992
七彩虹（Colorful）CVN B760I-A FROZEN WIFI V20 DDR4+英特尔(Intel) i5-12490F CPU 主板CPU套装 主板+CPU套装,1799.00,七彩虹京东自营旗舰店,【冰霜登陆舰 WIFI D4】 B760I-A,500+,jfs/t1/400089/11/7025/169447/69a7e754F7e45c540/0083320320765ddc.jpg,1000000267,1千+店铺粉丝浏览;1万+人浏览,100142593178,1000+,100142593178
【准新品】AMD锐龙7 9850X3D处理器8核16线程104MB缓存加速频率至高5.6GHz盒装CPU畅玩三角洲\无畏契约\CS2,3514.05,拍拍二手自营专区,9850X3D盒装CPU,0,jfs/t1/424500/13/840/25022/69e70db1F2c1b5aec/09143203209611e5.jpg,1000080442,,100323597248,,100323597248
铭瑄iCraft Z790ITX WIFI电脑主板+英特尔（Intel）i7-14790F 酷睿14代处理器主板CPU套装,3369.00,铭瑄京东自营旗舰店,,0,jfs/t1/344629/33/1696/91964/68c0f622Fe4fa55f8/fc7c7b466550bfc5.jpg,1000094211,,100278246974,,100278246974
技嘉（GIGABYTE）主板CPU 板U套装电竞雕B650M AORUS PRO AX+AMD 锐龙 7 9700X,2928.00,技嘉京东自营旗舰店,,1000+,jfs/t1/382712/31/23371/145371/6967454cF52bd6dc2/0083320320d3ab9f.jpg,1000000297,,100131197446,4000+,100131197446
七彩虹（Colorful）七彩虹主板CPU套装iGame Z890 VULCAN X V20 火神+ Intel  Ultra 5 245K ,3579.00,七彩虹京东自营旗舰店,【火神 WIFI D5】Z890,200+,jfs/t1/395578/23/14520/153558/69a002cbF49d29289/00833203200b4907.jpg,1000000267,超40万人店内购买;店铺被40万人种草,100147501326,900+,100147501326
铭瑄MS-iCraft B860M CROSS电脑主板+英特尔酷睿 Ultra 5 225F处理器主板CPU套装,1939.00,铭瑄京东自营旗舰店, 225F,3,jfs/t1/257745/28/22244/117408/67b6ebb8F203fe520/e3765ef25e693653.jpg,1000094211,,100192144044,,100192144044
昂达（ONDA）CPU主板套装 B760-VH4-B V6 主板+英特尔(Intel)  14代酷睿 i5-14600K 板U套装,2149.00,,i5-14600K,27,jfs/t1/323362/19/11839/116348/68ae9abdF7fcf8b6f/0e43206f37b14499.jpg,0,B760主板;14600K;板U套装,100270878832,,100270878832
七彩虹（Colorful）七彩虹 主板CPU套装 BATTLE-AX H610M-GHA WIFI D5 V20+英特尔(Intel) i5-12400F CPU CPU套装,1529.00,七彩虹京东自营旗舰店,【战斧干哈 WIFI】H610M,500+,jfs/t1/397769/16/11083/180721/69a53e8bF836edb56/008332032028e895.jpg,1000000267,超40万人店内购买;900+店铺粉丝浏览,100104545022,1000+,100104545022
七彩虹（Colorful） 主板CPU套装BATTLE-AX B850M-PLUS S WIFI7 V14+AMD 锐龙 9 9900X主板+CPU套装,3449.00,七彩虹京东自营旗舰店,R9 9900X,200+,jfs/t1/339161/20/16038/162924/68db4205F445a85ee/9f666546a49daa10.jpg,1000000267,,100284567320,600+,100284567320
七彩虹（Colorful）七彩虹 主板CPU套装BATTLE-AX B850M-E WIFI V14+AMD 锐龙7 7800X3D CPU ,3159.00,七彩虹京东自营旗舰店,R7 7800X3D,200+,jfs/t1/372401/1/3715/172001/692e82efFd843d741/ccb53862a82a0932.jpg,1000000267,,100154060485,600+,100154060485
技嘉（GIGABYTE）主板CPU套装B850M AORUS ELITE WIFI6E ICE主板+7800X3D处理器,3759.00,技嘉京东自营旗舰店,技嘉B850M冰雕WIFI+7800X3D,2万+,jfs/t1/383104/22/22941/147126/69673f5bF9d476d91/0083320320f9f0ab.jpg,1000000297,,100172825590,5万+,100172825590
七彩虹（Colorful） 主板CPU套装BATTLE-AX B550M-D PRO V14+AMD 锐龙5 5500主板+CPU套装,1098.00,七彩虹京东自营旗舰店,R5 5500,59,jfs/t1/353850/34/16690/167960/692414a4F184dae30/f0360daede55ca3c.jpg,1000000267,2千+人浏览;100+店铺粉丝浏览;100+人加购,100300809654,,100300809654
七彩虹（Colorful）主板CPU套装 BATTLE-AX B760M-PLUS WIFI V20+英特尔(Intel) i5-14600K CPU,2419.00,七彩虹京东自营旗舰店,i5-14600K,500+,jfs/t1/392601/12/22451/180048/69a13f71F59d3bbc7/00833203201ec385.jpg,1000000267,,100164042926,1000+,100164042926
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-MEOW WIFI7 V14+AMD 锐龙 9 9950X主板+CPU套装,4448.00,七彩虹京东自营旗舰店,R9 9950X,200+,jfs/t1/349451/9/8821/157038/68db7245Fb24da493/5989873043fbf429.jpg,1000000267,,100214371029,200+,100214371029
七彩虹（Colorful）七彩虹 主板CPU套装CVN Z890 ARK FROZEN V20 方舟+ Intel Ultra 7-265K  主板CPU套装,3029.00,七彩虹京东自营旗舰店,七彩虹Z890 方舟WIFI+265K,1万+,jfs/t1/401500/6/4439/156472/69aa8c87Ff7d5bc4b/0083320320d7007d.jpg,1000000267,超70万人关注店铺;2千+人加购,100122124767,4万+,100122124767
AMD 锐龙R7 7800X3D搭微星MAG B650M MORTAR WIFI迫击炮 主板CPU套装 板U套装,3499.00,AMD京东自营旗舰店,R7 7800X3D,1万+,jfs/t1/233393/10/14833/122567/65fa9560Fb0a24e75/76d10bc97e616344.jpg,1000000706,8核16线程;5nm;AM5接口,100041733989,1万+,100041733989
七彩虹（Colorful）COLORFIRE 主板CPU套装 B650M-MEOW WIFI 橘影橙+AMD 锐龙9 9950X  CPU 主板+CPU套装,4348.00,七彩虹京东自营旗舰店,R9 9950X ,200+,jfs/t1/358202/12/17865/194157/692d4fa0F37adf4f5/a7aaca62a3224c98.jpg,1000000267,,100142593408,800+,100142593408
AMD锐龙R7 9700X搭微星B850M GAMING PLUS WIFI6E 游戏办公主板 主板CPU套装,2799.00,AMD京东自营旗舰店,R7 9700X,2000+,jfs/t1/304740/13/22636/86677/688aff4eF747caf79/5fff27b9cbb7201c.jpg,1000000706,,100120799097,3000+,100120799097
AMD锐龙R5 5500GT核显 搭华硕TUF GAMING B550M-PLUS WIFI II重炮手板U套装 CPU主板套装,1689.00,AMD京东自营旗舰店,R5 5500GT,2000+,jfs/t1/105650/29/39949/81462/6614f75eFd8a09dbc/54b8dbcb8473b65e.jpg,1000000706,,100095852181,5000+,100095852181
AMD锐龙R7 9700X搭微星B850 EDGE TI WIFI 刀锋钛 主板CPU套装,3549.00,AMD京东自营旗舰店,R7 9700X,2000+,jfs/t1/277482/8/1630/108981/67d10043F06c8a549/fb1edb8b5058d2e3.jpg,1000000706,,100134486378,3000+,100134486378
七彩虹（Colorful） 主板CPU套装BATTLE-AX B850M-PLUS S WIFI7 V14+AMD 锐龙 9 9950X3D主板+CPU套装,5648.00,七彩虹京东自营旗舰店,R9 9950X3D,200+,jfs/t1/347957/30/26277/151553/6915b3f0Fe3a22c40/7b2260a2dfe4e70e.jpg,1000000267,,100284567364,600+,100284567364
AMD锐龙R7 9800X3D+微星 MAG B850 GAMING PLUS MAX WIFI DDR5主板 CPU板U套装,4799.00,AMD电脑京东自营旗舰店,9800X3D+微星 MAG B850 GAMING,500+,jfs/t1/404818/14/13447/111050/69bbb450Feba37080/00833203205c1ba1.jpg,1000481867,性能强劲;游戏精选,100195586977,1000+,100195586977
微星（MSI）PRO B650M-B+锐龙AMD R5 9600X主板CPU套装,1968.00,微星京东自营旗舰店,9600X,2000+,jfs/t1/301616/5/14637/139816/684b9fe6Fdc9f0283/650f5a25cd8baa16.jpg,1000000266,微星板U套装;主板三年质保 ;套装购买更优惠,100111489755,4000+,100111489755
七彩虹（Colorful）七彩虹 主板CPU套装CVN Z890 ARK FROZEN V20 方舟+ Intel  Ultra7-265KF ,2899.00,七彩虹京东自营旗舰店,七彩虹Z890 方舟WIFI+265KF,2000+,jfs/t1/396361/3/18467/162385/69aa8c89F147c654b/0083320320321208.jpg,1000000267,400+人加购;500+店铺粉丝浏览;4千+人浏览,100147501312,5000+,100147501312
AMD锐龙R9 9950X搭华硕TUF GAMING B850M-PLUS WIFI重炮手 主板CPU套装 板U套装,4999.00,AMD京东自营旗舰店,R9 9950X,2000+,jfs/t1/319122/17/20169/87623/688b0675F3fe74582/f2e9eac7f22a10f3.jpg,1000000706,爆款套装;性能强劲,100134486436,3000+,100134486436
技嘉（GIGABYTE）主板CPU 板U套装小雕B650M AORUS ELITE AX+AMD 锐龙 5 9600X,2419.00,技嘉京东自营旗舰店,,200+,jfs/t1/384134/4/16528/135043/69688076F9c404f23/0083320320c58be0.jpg,1000000297,,100131197382,500+,100131197382
华擎（ASRock） B550M Phantom Gaming 4主板+AMD 锐龙5 5600GT 处理器 台式机 CPU 主机CPU 主板CPU套装,1628.00,华擎京东自营旗舰店,R5-5600GT,16,jfs/t1/226082/14/12930/138008/65bb597eFd3718f14/080875ca4615889e.jpg,1000000509,4xDDR4;双M.2;5600GT,100093941326,,100093941326
微星(MSI)MAG B760M MORTAR II迫击炮 DDR5+英特尔(intel)14700KF CPU 主板CPU套装,3499.00,微星京东自营旗舰店,微星B760M迫击炮 II D5+14700KF,5万+,jfs/t1/288420/15/13251/112643/684ba083F3f1766de/fcb62e509df76c32.jpg,1000000266,官方自营;主板三年质保;套装更优惠,100081236561,7万+,100081236561
华硕【主板cpu套装】ROG STRIX B650-A GAMING WIFI主板+AMD 锐龙5 9600X CPU  主板+CPU套装,3997.00,华硕京东自营旗舰店,B650吹雪大板+9600X,2000+,jfs/t1/4529/10/24092/115038/66a09684F203ae597/32b52e18ad31d661.jpg,1000000225,,100111255827,4000+,100111255827
七彩虹（Colorful）七彩虹 主板CPU套装CVN B850I GAMING FROZEN V14登陆舰+AMD 锐龙5 9600X CPU,2648.00,七彩虹京东自营旗舰店,R5 9600X,200+,jfs/t1/363814/26/7213/165912/692d58c7F5cdc0125/a1afe6a0e31ea404.jpg,1000000267,800+店铺粉丝浏览;7千+人浏览;900+人加购,100154059907,700+,100154059907
AMD锐龙R7 7800X3D搭华硕TUF GAMING B650M-PLUS重炮手 主板CPU套装 板U套装,3449.00,AMD京东自营旗舰店,R7 7800X3D,5000+,jfs/t1/114588/18/41404/114105/65fa875fFe83657de/def8e22df172d77c.jpg,1000000706,Zen4架构;PCIe5.0;神光同步,100042368375,9000+,100042368375
技嘉（GIGABYTE）主板CPU套装板U套装小雕 B550M AORUS ELITE+锐龙5 5600,1489.00,技嘉京东自营旗舰店,技嘉小雕B550M+5600,5万+,jfs/t1/390250/19/2630/160088/696eddcaF66ca2581/00833203202901df.jpg,1000000297,小雕装甲;一体式装甲设计;PCIE4.0,100081236885,7万+,100081236885
AMD锐龙R7 9700X搭铭瑄终结者 B650M WIFI ICE 主板CPU套装 板U套装,2529.00,AMD京东自营旗舰店,R7 9700X,42,jfs/t1/297302/40/26856/102948/688b1ea6F4bebe8fc/f93a4448957a2f8d.jpg,1000000706,,100113450617,,100113450617
七彩虹（Colorful）七彩虹 主板CPU套装BATTLE-AX B650M-GHA WIFI V14+AMD 锐龙5 9600X CPU 主板+CPU套装,1998.00,七彩虹京东自营旗舰店,【战斧干哈 D5】B650M,84,jfs/t1/411739/17/14588/170743/69cf8631Fd8e4e581/0083320320bf6df5.jpg,1000000267,超40万人店内购买;500+店铺粉丝浏览,100132269654,100+,100132269654
