ROG STRIX B850-G GAMING WIFI S 小吹雪主板 CPU 9700X/9800X3D/9600X(AMD B850/socket AM5) ,1589.00,华硕京东自营旗舰店,【小吹雪】B850-G,2万+,jfs/t1/348084/27/17489/896151/68ff7846F5f1b1812/21a8a06c883d82f7.png,1000000225,80万+人浏览;7千+人收藏;15万+人加购,100206282238,4万+,100206282238
精粤(JGINYUE) 精粤 主板CPU套装H810M-D/B+英特尔酷睿Ultra5 235 主板CPU套装,2099.00,精粤京东自营旗舰店,Ultra5 235,500+,jfs/t1/365436/35/4082/121797/6921687aF196a885f/5bb796a5166f2b57.png,1000600299,紧凑设计;ARGB灯效;酷睿Ultra5;智能供电;双M.2插槽,100300731904,800+,100300731904
华硕TX GAMING B650EM WIFI W天选主板+AMD 锐龙7 7800X3D CPU  主板+CPU套装,3459.00,华硕京东自营旗舰店,B650M 天选+7800X3D,2000+,jfs/t1/277827/32/11757/139149/67e6557bFc800dc55/799010c0149865a1.jpg,1000000225,紧凑设计;多核处理;强劲性能;AMD专属,100201104734,3000+,100201104734
华硕TX GAMING B850M WIFI W主板+AMD 锐龙5  9600X CPU  主板+CPU套装,2569.00,华硕京东自营旗舰店,华硕B850M天选WIFI+9600X,2万+,jfs/t1/332429/6/4539/135442/68ad7b9fF2e6d8297/bb122bbd210eaf49.jpg,1000000225,三档性能调节;3个M.2接口;主板一年换新;紧凑设计;强劲处理;ROG品质;主板换新;游戏专用;WiFi集成;优惠套装,100270211428,5万+,100270211428
英特尔（Intel）酷睿 Ultra 5 处理器 250K Plus 台式机 18核18线程 盒装CPU 畅玩三角洲行动/无畏契约,1699.00,英特尔京东自营旗舰店,Ultra 5 250K Plus,200+,jfs/t1/428010/8/5189/415986/69f19a86F61d65801/0083320320662281.png,1000000693,7万+人浏览;9千+店铺粉丝浏览;1千+人收藏,100244553065,900+,100244553065
精粤(JGINYUE) 精粤 主板CPU套装B760M Snow Dream WIFI/W+INTEL 酷睿i7 14700KF 主板CPU套装,3088.00,精粤京东自营旗舰店,i7 14700KF,500+,jfs/t1/289498/26/5747/129165/68221c87F5c999847/bfc684e7734ef53a.png,1000600299,紧凑设计;LGA1700;INTEL芯;多接口支持;WIFI集成;酷睿强劲;B760主板;酷睿加持,100224696268,800+,100224696268
铭瑄MS-终结者B850M PRO II WIFI7电脑主板+AMD 锐龙 7 7800X3D处理器套装,3439.00,,铭瑄B850M PRO 二代+7800X3D,2万+,jfs/t1/379721/20/12167/108054/694e3d63F6168b9a4/bc61c855c5af043c.jpg,0,紧凑设计;强劲性能;WIFI7;多核处理,100311997196,5万+,100311997196
微星(MSI)主板CPU套装B850M MORTAR WIFI迫击炮+AMD锐龙5 9600X 板U套装,2589.00,微星京东自营旗舰店,微星B850M 迫击炮WIFI+9600X,2万+,jfs/t1/319885/7/8641/93703/684ba001Fcab2965c/1b7026d46133dfd9.jpg,1000000266,主板三年质保;官方自营;长效质保;高质主板,100200089770,5万+,100200089770
华硕ROG STRIX Z890-A GAMING WIFI S吹雪主板+英特尔(intel) U7 270K PLUS CPU  主板+CPU套装,4649.00,华硕京东自营旗舰店,ROG Z890吹雪+270K PLUS,1000+,jfs/t1/407410/31/7202/159706/69c203dbF1f618da2/0083320320f1c57b.jpg,1000000225,7千+店铺粉丝浏览;100+人收藏;6千+人加购,100251225169,2000+,100251225169
精粤(JGINYUE) 精粤 主板CPU套装H610M-D PLUS+INTEL 酷睿i5 12490F 主板CPU套装,1379.00,精粤京东自营旗舰店,i5 12490F,500+,jfs/t1/290712/28/6542/124701/6823f9aaF8d66f11e/b692b76c69c79321.png,1000600299,H610芯片;紧凑设计;高性能CPU;M-ATX板;H610接口;酷睿性能,100226198176,800+,100226198176
华擎 (ASRock) B550M Phantom Gaming 4主板+AMD 锐龙5 5600 处理器 台式机 CPU 主机CPU 主板CPU套装,1429.00,华擎京东自营旗舰店,R5-5600,47,jfs/t1/205397/8/31760/149504/65afecb3F776116a7/72475858cc9a0d92.jpg,1000000509,4xDDR4;双M.2;5600;锐龙支持;紧凑设计;稳定性能;高效散热;强劲性能;多元接口;耐用材料,100081236407,,100081236407
七彩虹（Colorful） 主板CPU套装COLORFIRE B850M-A MEOW WIFI橘影橙+AMD 锐龙 7 9700XCPU 主板+CPU套装,2378.00,七彩虹京东自营旗舰店,R7 9700X,200+,jfs/t1/341296/18/9748/196940/69313e1bFd6bd30be/7e319541dae65c05.jpg,1000000267,强劲处理;炫彩设计,100248670250,200+,100248670250
技嘉（GIGABYTE）B650M D2HP  DDR5支持AMD CPU AM5 9800X3D/9700X/7800X3D,649.00,技嘉京东自营旗舰店,B650,2万+,jfs/t1/387645/7/11903/132725/69707b9cF229f0d2b/00833203204b6a1e.jpg,1000000297,超100万人关注店铺;超10万人店内购买,100239002695,4万+,100239002695
精粤(JGINYUE) 精粤 主板CPU套装B760I Snow Dream+INTEL 酷睿i5 14400F 主板CPU套装,1759.00,精粤京东自营旗舰店,i5 14400F,500+,jfs/t1/301344/14/22005/127829/6870b92bF90242324/52e27be631855542.png,1000600299,,100254418440,800+,100254418440
