商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
索耐摩电竞散热首选|急速降温】笔记本散热器半导体制冷游戏本电脑散热支架压风式适用于联想戴尔外星人,163.40,索耐摩京东自营旗舰店,一秒速冷】4重寒冰飓风超频降温,10万+,jfs/t1/420603/24/4172/275207/69e091cbF1cf46427/0083320320fb26f6.jpg,1000616916,散热强劲;轻薄适配;电竞降温不掉帧;半导体静音散热,100169011941,10万+,100169011941
酷睿冰尊（ICE COOREL）笔记本散热器游戏本散热支架拯救者小新机械革命极光蛟龙笔记本通用兼容17.3英寸,38.90,酷睿冰尊京东自营旗舰店,6风扇强力散热【百万爆款】,100万+,jfs/t1/410342/34/4705/139041/69c5fec0F0e13630b/0083320320ef961e.jpg,1000080282,无极风速调节;双USB口设计;便携折叠;减温不减风,4264340,100万+,4264340
绿巨能（llano）笔记本压风式散热器V10游戏电脑支架底座大风力调速适用联想戴尔外星人拯救者华硕ROG无灯版,229.00,绿巨能京东自营旗舰店,【V10-黑色经典无灯款】,5万+,jfs/t1/327803/32/798/167523/68906b62Ffad25c01/4acc57a3821e9bbc.jpg,1000000492,大风力散热;兼容多机型;高效散热;可拆卸设计,100096833035,6万+,100096833035
飞智BS2Pro 笔记本压风散热器  控温降噪游戏本散热底座 笔记本电脑支架适用联想戴尔外星人拯救者,329.00,飞智京东自营旗舰店,【年度旗舰】BS2Pro,10万+,jfs/t1/364057/4/2885/55376/691ee917Fabe6338d/60b13cfc0b7bf01e.jpg,1000081425,三重降噪;静音设计;降温迅速;压风散热标杆,100215498548,10万+,100215498548
黑鲨6Ultra磁吸液冷手机散热器游戏直播半导体散热背夹降温神器平板苹果17iPad小米红魔iqoo一加绝区零 京东自营,459.00,黑鲨京东自营官方旗舰店,【高端制冷】6Ultra液冷磁吸版,20万+,jfs/t1/413302/13/17279/70825/69d4d3a1Fcbcdf71d/008332032030e5a6.jpg,1000097162,近30日热销商品;1万+店铺粉丝浏览,100247803483,40万+,100247803483
索盈【AI智能控温】手机散热器磁吸式背夹直播专用ipad平板贴片游戏无线充电款半导体制冷却降温神器,138.00,索盈（SUOYING）数码京东自营旗舰店,AI控温结冰】2000mAh丨实时数显,1万+,jfs/t1/296421/36/16571/97114/68522ebaFeb70517a/e9ab51c8db8c5141.png,1000552474,外接电池;无线充电款;游戏散热;平板贴片,100164249251,1万+,100164249251
飞智B9X手机散热器,259.00,飞智京东自营旗舰店,【年度旗舰】B9X,20万+,jfs/t1/407210/18/1648/149008/69bd106cF4b972c1d/008332032060a32b.jpg,1000081425,双重声学降噪;变频控温4.0;自研吸风架构;RGB灯效;吸风散热;双重降噪;磁吸吸附;智能控温;超低噪音,100247266185,40万+,100247266185
飞智BS2 笔记本压风散热器 控温降噪游戏本散热底座 笔记本电脑支架适用联想戴尔外星人拯救者R9000P,229.00,飞智京东自营旗舰店,【散热标杆】BS2,10万+,jfs/t1/357849/29/12679/55589/691ee916Fbe3876b1/e551374afe31fb97.jpg,1000081425,涡轮压风;双重降噪;静音运行;游戏专用,100167439117,10万+,100167439117
迈台液冷磁吸手机散热器AI智能调温直播专用超静音半导体制冷降温神器水冷适用黑鲨4pro平板ipad苹果,368.00,迈台京东自营旗舰店, AI智能调温丨液冷结冰 磁吸款,1000+,jfs/t1/305772/3/16466/87028/686c0863Fdd07bd35/9d30f1624de49d56.jpg,1000467597,100+人收藏;AI自动调节温度;1万+人浏览,100181110157,1000+,100181110157
酷睿冰尊（ICE COOREL）笔记本散热器支架 压风式电竞RGB大风力调速降温静音适用联想拯救者极光华硕,199.00,酷睿冰尊京东自营旗舰店,压风式散热器【20倍进风量】,100万+,jfs/t1/397446/4/19003/172651/69abcb41F57d4eb89/0083320320faa795.jpg,1000080282,4口USB扩展;超频降温;旋涡超大风量;可调速率;可拆卸防尘;设计人性化;低噪音运行;适用广泛;多机兼容;风量可调,100130467320,100万+,100130467320
联想（Lenovo）来酷笔记本压风式电脑散热器 电脑散热支架 控温降噪适用拯救者斗战者游戏本笔记本电脑支架CP101,148.90,联想京东自营旗舰店,【压风式散热器】|超频降温,2000+,jfs/t1/413407/18/20320/128985/69d75305F948a10fc/0083320320a234c7.jpg,1000000157,游戏电竞;压风散热;360°环绕风;控温降噪,100214253157,6000+,100214253157
瓦尔基里(VALKYRIE）A360W VK 一体式CPU水冷散热器 多平台扣具 支持LGA1700 ARGB光效 隐藏走线一线通,383.00,瓦尔基里（VALKYRIE）京东自营旗舰店,A360W白色,10万+,jfs/t1/302008/9/14845/56640/68558389F48dd9a64/6325442e8ec9bb63.jpg,1000421158,多平台兼容;安装简便;高效散热;RGB神光同步,100058560901,30万+,100058560901
智国者【双面磁吸】手机散热器降温磁吸背夹平板电竞打游戏专用直播半导体制冷水吃鸡神器适用苹果iqoo,59.90,智国者（WITGOER）京东自营旗舰店,【旗舰】双面磁吸丨大面积结冰,1万+,jfs/t1/409287/18/21434/277519/69cb7e5dF3dddc8d5/00834b04b0eaf316.png,1000280547,近7日人气商品;大面积结冰;1千+人浏览,100253831695,2万+,100253831695
瓦尔基里DQ125 BLACK VK CPU风冷散热器 双塔 逆重力6热管直触 支持LGA1700/1851 AM5 ,139.00,瓦尔基里（VALKYRIE）京东自营旗舰店,DQ125 BLACK,1万+,jfs/t1/347392/22/21824/46584/6908f4d4F43c3cd6e/edbde00d9ffb97a5.jpg,1000421158,兼容多平台;逆重力散热;高性能风扇;6热管直触,100295797214,1万+,100295797214
利民（thermalright）Peerless Assassin 120 AGHP 3.0 热管风冷散热器 6热管双塔 带顶盖双C12风扇 PA120,186.00,利民Thermalright京东自营旗舰店,PA120 6X6MM双塔标准版,20万+,jfs/t1/132575/36/47129/94056/671f6292Fdb1b92ad/338beac487c1f12a.jpg,1000099731,双塔设计;六热管设计;双风扇配置;精工微雕铜底,100017010336,30万+,100017010336
热销百万|半导体制冷电脑散热器,327.90,索耐摩京东自营旗舰店,电竞至尊款】九核半导体制冷,10万+,jfs/t1/397872/38/5176/1053057/699fb83cF0ac5efe8/008332032045d8fa.png,1000616916,办公利器;游戏电竞;降温神器;电竞首选散热,100217857012,10万+,100217857012
极川 FX7笔记本压风式散热器,159.00,极川（JRC）京东自营旗舰店,散热器丨真实降温38℃+RGB灯 FX7,100万+,jfs/t1/359429/29/9014/124396/6916a831Fc9a5abdd/4a04e275204160ab.jpg,1000123061,三重降噪;极速降温;全方位环绕风道;电竞加持,100234584392,100万+,100234584392
绿巨能（llano）笔记本压风式散热器V11游戏控温降噪电脑支架清灰防尘适用联想戴尔外星人拯救者华硕ROG,308.70,绿巨能京东自营旗舰店,【V11-灰白RGB灯款】,5万+,jfs/t1/412618/5/21700/87163/69d722dfF0a4de7a4/0083320320791a22.jpg,1000000492,声音更安静;散热更有力;配电源套装;稳定帧数表现;清灰防尘效果;适配多品牌机;安静运行环境;强压风散热;四重降噪设计;高效控温性能,100332422282,6万+,100332422282
利民（thermalright）Frozen Magic 240冰封幻境 一体式水冷散热器 支持多平台 全金属扣具 ARGB冷头 FM240,284.00,利民Thermalright京东自营旗舰店,Frozen Magic 240 ,5万+,jfs/t1/239841/30/11991/36633/6674ce5aF178654a5/e8171273bbeae3dd.jpg,1000099731,炫彩灯效;多平台兼容;镜面电镀亚克力;高效散热,100009167289,10万+,100009167289
时栎帆笔记本压风式散热器游戏电脑支架底座大风力调速适用联想戴尔外星人拯救者华硕ROG散热器RGB灯版,188.00,时栎帆京东自营旗舰店,炫酷RGB灯Pro版丨实测降温39°,2000+,jfs/t1/416458/38/2364/492421/69d4f715F385b7952/00835a05a0e250d1.jpg,1000469981,,100336352640,4000+,100336352640
子意大双塔6铜管CPU风冷散热器炫彩温控风扇（支持英特尔/AMD多平台/配硅脂/解压210W）ZY-822,109.00,子意DIY京东自营旗舰店,6铜管大双塔（炫彩AM5/1700）,2000+,jfs/t1/314592/1/15562/97525/686e162eFfff5b7ea/2ecf4c366198fb8b.jpg,1000480162,6铜管大双塔;RGB温控风扇;RGB灯效;6热管设计;6铜管散热;炫彩风扇;炫彩定色;多平台兼容;大双塔设计;稳定性能,100254600100,5000+,100254600100
利民（thermalright）Peerless Assassin 120 SE WHITE ARGB 绝双刺客 风冷散热器6热管双塔 PA120 SE WHITE ARGB,189.00,利民Thermalright京东自营旗舰店,PA120 SE WHITE ARGB,20万+,jfs/t1/352887/40/17521/72324/693cb69fF7d1b2718/c2a0c1992202651c.jpg,1000099731,六热管系统;高效散热;主板神光同步;微雕精工铜底,100017118775,40万+,100017118775
黑鲨【AG超玩会战队联名】5Pro磁吸手机散热器半导体游戏直播背夹降温神器适用平板苹果17一加圣诞送礼 京东自营,279.00,黑鲨京东自营官方旗舰店,【AG联名】5Pro磁吸版,5万+,jfs/t1/270390/34/21389/195913/67fd4d6fFffc2687d/364bba022f3420ab.jpg,1000097162,1千+人收藏;30万+人浏览;2万+店铺粉丝浏览,100156715109,10万+,100156715109
利民（thermalright）Assassin Spirit 120 V2 PLUS 刺灵 CPU风冷散热器 AGHP逆重力四热管 双风扇 AS120 V2 PLUS,86.00,利民Thermalright京东自营旗舰店,AS120 V2 PLUS(4热管 双风扇）,10万+,jfs/t1/119777/27/49159/97420/67202fc7F3511511d/4eea86c1b167182b.jpg,1000099731,双平台金属扣具;纯铜镀镍热管;双风扇升级版;支持十五代;高效散热;逆重力设计;兼容广泛;穿片工艺;稳压性能;四热管配置,100006880794,10万+,100006880794
TCOMAS钛钽SJ-A080 360黑色 一体式CPU水冷散热器 大冷头加厚冷排风扇ARGB光效 支持intel/AMD,398.00,TCOMAS京东自营旗舰店,A080 360黑色 双平台版本,5万+,jfs/t1/355090/33/8750/83597/691548d9F33a66215/5376e7803928b5d4.png,1000466476,一体式设计;六年只换不修;神光同步;兼容AM5,100071529679,9万+,100071529679
红魔散热器8Air轻薄款,129.00,红魔京东自营旗舰店,轻薄散热8Air【轻至65g】,2万+,jfs/t1/396975/2/12119/134233/69a30117Ff2467fc5/00833203201ab0bc.jpg,1000480226,RGB炫酷灯效;18W超强制冷;65g超轻无感;多边形散热;RGB灯效;强制冷效果;轻薄设计;适用直播;超静音运行,100326693108,3万+,100326693108
黑鲨6磁吸手机散热器 游戏直播半导体散热背夹降温神器适用平板苹果iPad小米红魔vivo一加王者/三角洲 京东自营,169.00,黑鲨京东自营官方旗舰店,【2026新品】背夹6白色,20万+,jfs/t1/415167/17/7170/89777/69d4d3fbFd5b86a65/00833203205379e7.jpg,1000097162,超500万人关注店铺;近7日人气商品,100247796921,30万+,100247796921
酷冷至尊（CoolerMaster）Hyper 612 CPU风冷散热器 超导6热管/单塔/双莫比乌斯风扇 多平台 支持LGA1700,359.00,酷冷至尊京东自营旗舰店,Hyper612单塔/超导复合6热管/黑,20万+,jfs/t1/282673/19/20309/59722/67ff1f74F911db146/35d8ed1b8788d6a8.jpg,1000000442,多平台兼容;双莫比乌斯风扇;单塔超导6热管;熏黑隐形设计,100189040564,30万+,100189040564
乔思伯（JONSBO）CR-3000E 彩色版 CPU风冷散热器(双塔双风扇/镀镍6热管/彩色光效/PWM/多平台/附硅脂),129.00,乔思伯京东自营旗舰店,双塔6热管】CR3000E彩色版,2万+,jfs/t1/407018/6/15539/119763/69c3a391Fd43ed6b8/0083320320a6bb60.jpg,1000007266,静音风扇;高性能风扇;彩光六热管;双塔双风扇,100129470626,3万+,100129470626
瓦尔基里CL125 BLACK  VK CPU风冷散热器 逆重力6热管纯铜底 支持LGA1700 AM5 ARGB光效 ,169.00,瓦尔基里（VALKYRIE）京东自营旗舰店,CL125 BLACK,5万+,jfs/t1/293999/28/6464/70297/68286b37F38dbf567/385e761c878824ce.jpg,1000421158,纯铜镀镍底座;AM5支持;6热管散热;高性能复合热管,100176831111,8万+,100176831111
利民（thermalright）Peerless Assassin 120 SE BLACK 风冷散热器 AGHP逆重力 6热管双塔 PA120 SE BLACK,149.00,利民Thermalright京东自营旗舰店,PA120 SE BLACK ,20万+,jfs/t1/190474/3/50441/74254/671f6654Fbf81746b/5d723077cbdf9885.jpg,1000099731,黑漆全电镀热管;避让内存处理;精工微雕铜底;双塔结构;双塔构造;高效散热;简易安装;逆重力设计;穿片工艺;兼容性强,100127449240,40万+,100127449240
乔思伯（JONSBO）CR-3000E 标准版 CPU风冷散热器(双塔双风扇/镀镍6热管/一体式饰板顶盖/PWM/多平台/附硅脂),125.00,乔思伯京东自营旗舰店,【双塔6热管】CR3000E标准版,2万+,jfs/t1/406535/28/19445/108662/69c3a392F56d791cf/0083320320a0519f.jpg,1000007266,双塔双风扇;高性能风扇;无光六热管;镀镍6热管;静音风扇;一体化顶盖;强劲风力;高效降温;镀镍热管;一体式顶盖,100129470748,3万+,100129470748
盖世小鸡（GAMESIR）冰晶X5系列专用散热器半导体散热器电池版 适用于X5 Lite/X5S系列,199.90,盖世小鸡京东自营旗舰店,【X5散热器】电池版,10万+,jfs/t1/279403/29/9642/175374/67e3c536F047c25c1/3f96aa271dd4b7ab.jpg,1000004589,快速降温;半导体制冷;三档变频;电池供电;专属配件;高效降温;冰晶散热;有线稳定;专用设计;告别热浪,100196476118,10万+,100196476118
未来系36W大功率双制冷磁吸手机散热器 15W无线快充 直播打游戏降温神器半导体制冷却背夹式安卓苹果通用,159.00,未来系京东自营旗舰店,【2合1】36W大功率丨15W无线充,500+,jfs/t1/427070/29/11332/152981/69f41f2eFe832a023/00833203202e93ff.jpg,1000591286,无线快充;15W无线快充;100+人浏览,100344260826,800+,100344260826
瓦尔基里DQ125 WHITE VK CPU风冷散热器 双塔 逆重力6热管直触 支持LGA1700/1851 AM5 ,149.00,瓦尔基里（VALKYRIE）京东自营旗舰店,DQ125 WHITE,1万+,jfs/t1/349210/32/21565/48404/6908f5f5F266dd956/612251574c3435af.jpg,1000421158,双塔6热管;一体式顶盖设计;高性能风扇;AM5支持;一体式顶盖;D型聚拢工艺;兼容多平台;6热管直触;双塔设计;逆重力散热,100295797224,1万+,100295797224
利民（thermalright）Burst Assassin 120 EVO DARK CPU风冷散热器 6热管铜底 AGHP逆重力热管 BA120 EVO DARK,158.00,利民Thermalright京东自营旗舰店, BA120 EVO DARK六热管 ,2万+,jfs/t1/95308/27/53876/62133/67202f29Ff36a8a7e/5d9a51a8afa721d9.jpg,1000099731,黑漆电镀热管;微雕精工铜底;阳极黑色拉丝;无灯光干扰;高效散热;简约外观;兼容广泛;穿片工艺;兼容AM5;稳定性能,100101522179,3万+,100101522179
TCOMAS钛钽SJ-A080 360白色 一体式CPU水冷散热器 大冷头加厚冷排风扇ARGB光效 支持intel/AMD,398.00,TCOMAS京东自营旗舰店,A080 360白色 双平台版本,5万+,jfs/t1/357295/5/8802/89585/691548dbF2e50008b/ef0aed18c1fe589c.png,1000466476,神光同步;便捷安装;卓越散热;六年漏液包赔,100071611246,9万+,100071611246
瓦尔基里CL125 WHITE  VK CPU风冷散热器 逆重力6热管纯铜底 支持LGA1700 AM5 ARGB光效 ,169.00,瓦尔基里（VALKYRIE）京东自营旗舰店,CL125 WHITE,5万+,jfs/t1/295880/3/5663/56181/68286d5aF2196197d/edfd722b6b5a3a66.jpg,1000421158,高性能复合热管;纯铜镀镍底座;ARGB光效;AM5支持,100229576858,8万+,100229576858
HUAWEI Mate 80 Pro Max 风驰版,8499.00,华为京东自营旗舰店,极夜黑,1000+,jfs/t1/427363/3/8508/60452/69f2c7a4Ff94a33dd/00835a05a0a68253.jpg,1000004259,IP68防护;全焦段影像;LTPO屏幕;5000万像素;超空间内存;AI大模型;风驰散热,100333565356,,100333565356
九州风神（DEEPCOOL）大霜塔性能版FOR INTEL 风冷散热器/升级塔体/创新聚风环风扇/精雕镀镍铜底/INTEL平台专用,159.00,九州风神 京东自营旗舰店,大霜塔性能版FOR INTEL,20万+,jfs/t1/409771/6/18085/119770/69cb2b40F63ed24e7/0083320320b32aaa.jpg,1000000461,INTEL平台;聚风环风扇;矩阵风格顶盖;专用平台;镀镍铜底;精雕工艺;创新设计;升级塔体;聚风环扇,100319733990,30万+,100319733990
酷里奥P60T V3 Ultra散热器,259.00,酷里奥（COOLLEO）京东自营旗舰店,倚天P60T V3 Ultra,1000+,jfs/t1/375246/12/18896/85128/694a36d4F12511191/6e17f773fdf8bb71.jpg,1022148319,兼容AM5;高性能强劲散热器;多平台通用设计;铜底焊接,100311331618,2000+,100311331618
黑鲨白色直播专用手机散热器游戏半导体散热降温神器平板苹果17iPad小米红魔iqoo一加绝区零,199.00,黑鲨京东自营官方旗舰店,【直播专用散热器】白色,20万+,jfs/t1/419749/10/1995/63631/69dc5125F9a416bf8/0083320320c70188.jpg,1000097162,1千+店铺粉丝浏览;直播专用;降温神器,100247799411,40万+,100247799411
利民（thermalright）Peerless Assassin 120 MINI BLACK 绝双刺客 AGHP4.0六热管风冷散热器 PA120 MINI BLACK,169.00,利民Thermalright京东自营旗舰店,PA120 MINI BLACK,1万+,jfs/t1/105598/28/53940/79133/671f66dcF2cbc0f12/ab7a95baa75b35e9.jpg,1000099731,135MM高度;全黑喷涂抗氧化;双平台扣具;经久耐用;紧凑小巧;便捷安装;高效散热;风冷底座;穿片工艺;迷你尺寸,100086298776,1万+,100086298776
睿量（REMAX）睿量磁吸手机散热器 游戏直播专用降温神器轻仅63g半导体制冷背夹 适用苹果平板红魔IQOO,69.00,睿量（REMAX）京东自营旗舰店,【轻仅63g】冰封制冷 | 不挡手,2000+,jfs/t1/288885/15/12245/184625/684686e9Fc01783e3/f45df0ae3dc259a7.png,1000414282,真结冰;轻音低噪;有线充电;RGB灯效;半导体制冷;游戏直播专用;降温神器,100223230450,5000+,100223230450
瓦尔基里CQ125 BLACK VK CPU风冷散热器 逆重力六热管直触 12CM风扇 支持LGA1700/1851 AM5,109.00,瓦尔基里（VALKYRIE）京东自营旗舰店,CQ125 BLACK,1万+,jfs/t1/359821/13/2917/71058/6908eedeFd0e849bb/26344a5d417bcba4.jpg,1000421158,235w解热能力;58mm加宽塔体;内存避让设计;AM5支持;双平台兼容;12CM大风扇;LGA1700;六热管散热;D型聚拢工艺;直触技术,100295797228,1万+,100295797228
TRYX（创氪星系）PANORAMA 展域SE 360水冷cpu散热器ARGB白 6.67英寸曲面屏/Asetek/KANALI软件/裸眼3D,1799.00,TRYX（创氪星系）京东自营旗舰店,展域SE360ARGB 6.67英寸曲面屏白,1万+,jfs/t1/258176/14/28618/1515495/67c90919Fab247250/0651efbe81bb2155.jpg,1000481875,65万+人浏览;600+店铺会员已买;5千+人收藏,100144988324,2万+,100144988324
努比亚红魔磁吸散热器6AIr 手机散热背夹游戏半导体降温神器适用黑鲨4一加苹果17ProMax小米ipad平板iqoo华为,129.00,红魔京东自营旗舰店,散热器6Air【超轻薄散热】,2万+,jfs/t1/419119/11/5515/179440/69dcbd95Fd2fee264/008332032033a2f9.jpg,1000480226,超薄便携;游戏专用;炫酷背光;多设备适用,100196863100,3万+,100196863100
利民（thermalright）Frozen Magic 360冰封幻境 一体式水冷散热器 C12风扇 支持 多平台 ARGB冷头 FM360,334.00,利民Thermalright京东自营旗舰店,Frozen Magic 360 ,5万+,jfs/t1/221509/18/43437/35494/6674ce82F6c82cb81/9068bb4d030e3783.jpg,1000099731,ARGB冷头;静音设计;高效散热;智能调节,100016170468,10万+,100016170468
黑鲨黑色直播专用手机散热器游戏半导体散热降温神器平板苹果17iPad小米红魔iqoo一加绝区零,199.00,黑鲨京东自营官方旗舰店,【直播专用散热器】黑色,20万+,jfs/t1/414389/29/22071/70437/69dc511dFcdbd4013/0083320320c611dd.jpg,1000097162,直播专用;强效制冷;噪音≤30dB;新品首销;连续领先;双核制冷;大硅胶垫;静音散热;有效降温;游戏专用,100330660938,40万+,100330660938
HUAWEI Mate 80 Pro Max 风驰版 16GB+512GB 极昼金 麒麟9030 Pro芯片 风驰散热架构 超空间内存技术手机,8499.00,华为京东自营旗舰店,极昼金,1000+,jfs/t1/428530/2/5533/59167/69f2c71fFc781ec59/00835a05a0d31127.jpg,1000004259,5000万像素;LTPO屏幕;卫星通话;全焦段影像;AI大模型;风驰散热;超空间内存,100249979793,,100249979793
长城（Great Wall）山河S600 电脑CPU风冷散热器（双塔6热管/PWM温控/支持1851/AM5/高度150mm/支持i7 14700）,137.00,长城 GreatWall 京东自营旗舰店,山河S600【6热管双风扇 双平台】,5000+,jfs/t1/29905/19/20788/92043/6694d4efFea866513/18303e9d6e91be79.jpg,1000007264,双塔6热管;支持双平台;高效散热;RGB灯效;免拆风扇;六热管散热;支持1700;6热管散热;风冷鳍片;兼容AM5,100130201150,7000+,100130201150
联想（Lenovo）生态品牌异能者笔记本散热器散热支架拯救者Y9000P/R9000P小新笔记本支架机械革命蛟龙电脑支架,49.80,联想京东自营旗舰店,【R3S推荐】极速降温,20万+,jfs/t1/391854/7/16292/186998/69846362Fef11ea4c/0083320320b4fce4.jpg,1000000157,使用便捷;轻薄兼容;电竞专用;高效散热,100047608080,20万+,100047608080
毕亚兹 笔记本压风式散热器游戏本底座风扇电脑支架适用联想戴尔拯救者外星人ROG华硕天选极光大风力降温,139.00,Biaze(毕亚兹)京东自营旗舰店,【爆款】双涡轮压风+三重降噪,10万+,jfs/t1/406715/38/3147/643710/69bd04b0F1cd511d2/00835dc5dc4aadf3.jpg,1000093623,专治卡顿掉帧;压风式散热;瞬间降温;散热高效;稳固支撑;适用广泛;快速冷却;降温迅速;通用兼容;多机型适用,100200100023,10万+,100200100023
